score_col,threshold,min_f1_delta,mean_f1_delta,min_macro_delta,max_fault_to_weather,mean_weather_f1,passes_discovery
weather7_l1,0.7,-0.6101495205590768,-0.5683597844341277,-0.3397526437780675,0.07851239669421488,0.07190936670458856,False
weather7_l1,0.725,-0.612219887955182,-0.572089827170323,-0.3461629001883239,0.0743801652892562,0.06817932396839332,False
weather7_l1,0.75,-0.6150793650793651,-0.5743616287094548,-0.34868815271357645,0.07024793388429752,0.06590752242926155,False
weather7_l1,0.775,-0.6105587845416539,-0.573299987236502,-0.3556926169590643,0.06611570247933884,0.06696916390221434,False
weather7_l1,0.7999999999999999,-0.6194619379074136,-0.57697932368453,-0.4064444966583124,0.06611570247933884,0.0632898274541864,False
weather7_l1,0.825,-0.6352813852813852,-0.5835470000503681,-0.47426325877854514,0.06198347107438017,0.05672215108834827,False
weather7_l1,0.85,-0.6404761904761904,-0.5846731547783888,-0.508699533288349,0.05785123966942149,0.05559599636032757,False
weather7_l1,0.875,-0.6533427940712708,-0.5927341989680026,-0.5810988745384967,0.04132231404958678,0.04753495217071376,False
weather7_l1,0.9,-0.6745299595853101,-0.6058552018490089,-0.657069797283613,0.04132231404958678,0.03441394928970749,False
weather7_l1,0.9249999999999999,-0.6929954554435882,-0.6236716407652724,-0.7092167244305402,0.0371900826446281,0.016597510373443983,False
weather7_l1,0.95,-0.7066782810685249,-0.6305130535777408,-0.8001258153396311,0.03305785123966942,0.00975609756097561,False
weather7_l2,0.05,-0.705098894321836,-0.6141238258621379,-0.47140750697598477,0.19008264462809918,0.026145325276578514,False
weather7_l2,0.075,-0.7013646922183507,-0.6107194281481717,-0.4121616017935474,0.16115702479338842,0.02954972299054466,False
weather7_l2,0.1,-0.6981668773704172,-0.6097916063596778,-0.36521117911902473,0.15289256198347106,0.030477544779038614,False
weather7_l2,0.125,-0.6952768686828857,-0.6072798798524537,-0.440083080296896,0.1487603305785124,0.03298927128626273,False
weather7_l2,0.15,-0.6938240639767357,-0.606610909368508,-0.4285504965555744,0.14049586776859505,0.03365824177020832,False
weather7_l2,0.175,-0.6923495286439448,-0.6049719545476866,-0.4142360824671396,0.128099173553719,0.03529719659102982,False
weather7_l2,0.2,-0.690396292745286,-0.6033559370515078,-0.41150402046783624,0.12396694214876033,0.03691321408720856,False
weather7_l2,0.22499999999999998,-0.6883615288220551,-0.6013368838601998,-0.38897495070039434,0.12396694214876033,0.03893226727851658,False
weather7_l2,0.25,-0.6846367273196541,-0.5983992757445326,-0.37020302744582867,0.1115702479338843,0.04186987539418379,False
weather7_l2,0.27499999999999997,-0.6807134618553303,-0.5965882355941801,-0.34344846491228065,0.10743801652892562,0.043680915544536264,False
weather7_l2,0.3,-0.6759172521467604,-0.5946663651543798,-0.32759410404224953,0.09917355371900827,0.045602785984336605,False
weather7_l2,0.32499999999999996,-0.6737470912083546,-0.5930727516766501,-0.331416558494781,0.09917355371900827,0.047196399462066344,False
weather7_l2,0.35,-0.6707066052227342,-0.5911368413232946,-0.3241573393711551,0.09504132231404959,0.04913230981542177,False
weather7_l2,0.37499999999999994,-0.6684033021242324,-0.5917961587393871,-0.3214426341140769,0.09504132231404959,0.04847299239932931,False
