ratio_threshold,recent_regularity,historical_q999_multiplier,tp,fp,fn,precision,recall,f1,false_gap_alerts_per_station_day
5.0,0.98,0.0,1,31,6,0.03125,0.14285714285714285,0.05128205128205128,0.012623863173612054
2.5,0.95,1.0,2,73,5,0.02666666666666667,0.2857142857142857,0.04878048780487805,0.029727161666892904
3.0,0.95,1.0,2,73,5,0.02666666666666667,0.2857142857142857,0.04878048780487805,0.029727161666892904
4.0,0.98,1.0,1,34,6,0.02857142857142857,0.14285714285714285,0.04761904761904761,0.013845527351703543
2.5,0.98,1.0,1,39,6,0.025,0.14285714285714285,0.0425531914893617,0.01588163431518936
3.0,0.98,1.0,1,39,6,0.025,0.14285714285714285,0.0425531914893617,0.01588163431518936
6.0,0.9,0.0,3,138,4,0.02127659574468085,0.42857142857142855,0.04054054054054054,0.0561965521922085
4.0,0.95,0.0,2,97,5,0.020202020202020204,0.2857142857142857,0.03773584905660377,0.03950047509162482
4.0,0.98,0.0,1,46,6,0.02127659574468085,0.14285714285714285,0.037037037037037035,0.0187321840640695
5.0,0.9,0.0,3,162,4,0.01818181818181818,0.42857142857142855,0.03488372093023256,0.06596986561694042
20.0,0.5,0.0,3,165,4,0.017857142857142856,0.42857142857142855,0.03428571428571428,0.0671915297950319
12.0,0.5,0.0,6,346,1,0.017045454545454544,0.8571428571428571,0.03342618384401114,0.14089860187321843
10.0,0.5,0.0,6,375,1,0.015748031496062992,0.8571428571428571,0.030927835051546393,0.15270802226143615
8.0,0.5,0.0,6,408,1,0.014492753623188406,0.8571428571428571,0.028503562945368172,0.16614632822044254
15.0,0.5,0.0,3,201,4,0.014705882352941176,0.42857142857142855,0.02843601895734597,0.08185149993212977
6.0,0.8,0.0,7,578,0,0.011965811965811967,1.0,0.02364864864864865,0.23537396497896024
2.5,0.98,0.0,1,81,6,0.012195121951219513,0.14285714285714285,0.02247191011235955,0.03298493280847021
3.0,0.98,0.0,1,81,6,0.012195121951219513,0.14285714285714285,0.02247191011235955,0.03298493280847021
5.0,0.8,0.0,7,618,0,0.0112,1.0,0.022151898734177212,0.25166282068684676
4.0,0.9,0.0,3,276,4,0.010752688172043012,0.42857142857142855,0.02097902097902098,0.112393104384417
2.5,0.95,0.0,2,190,5,0.010416666666666666,0.2857142857142857,0.020100502512562814,0.07737206461246098
3.0,0.95,0.0,2,190,5,0.010416666666666666,0.2857142857142857,0.020100502512562814,0.07737206461246098
6.0,0.7,0.0,7,775,0,0.008951406649616368,1.0,0.017743979721166033,0.3155965793403014
5.0,0.7,0.0,7,831,0,0.008353221957040573,1.0,0.016568047337278107,0.3384009773313425
4.0,0.8,0.0,7,906,0,0.007667031763417305,1.0,0.015217391304347825,0.3689425817836297
2.5,0.9,0.0,3,421,4,0.007075471698113208,0.42857142857142855,0.013921113689095127,0.17144020632550563
3.0,0.9,0.0,3,421,4,0.007075471698113208,0.42857142857142855,0.013921113689095127,0.17144020632550563
6.0,0.5,0.0,7,1060,0,0.006560449859418931,1.0,0.013035381750465548,0.43165467625899284
5.0,0.5,0.0,7,1128,0,0.006167400881057269,1.0,0.012259194395796848,0.45934573096239995
4.0,0.7,0.0,7,1209,0,0.005756578947368421,1.0,0.011447260834014717,0.49233066377087015
3.0,0.8,0.0,7,1284,0,0.005422153369481022,1.0,0.01078582434514638,0.5228722682231574
2.5,0.8,0.0,7,1285,0,0.005417956656346749,1.0,0.01077752117013087,0.5232794896158545
4.0,0.5,0.0,7,1521,0,0.004581151832460733,1.0,0.009120521172638436,0.619383738292385
3.0,0.7,0.0,7,1679,0,0.004151838671411625,1.0,0.00826934435912581,0.6837247183385368
2.5,0.7,0.0,7,1680,0,0.004149377593360996,1.0,0.008264462809917356,0.6841319397312339
3.0,0.5,0.0,7,2018,0,0.0034567901234567903,1.0,0.00688976377952756,0.821772770462875
2.5,0.5,0.0,7,2019,0,0.0034550839091806516,1.0,0.006886374815543532,0.8221799918555722
15.0,0.9,0.0,0,12,7,0.0,0.0,0.0,0.004886656712365957
15.0,0.9,1.0,0,12,7,0.0,0.0,0.0,0.004886656712365957
15.0,0.9,1.5,0,11,7,0.0,0.0,0.0,0.0044794353196687935
15.0,0.9,2.0,0,10,7,0.0,0.0,0.0,0.00407221392697163
15.0,0.9,3.0,0,10,7,0.0,0.0,0.0,0.00407221392697163
15.0,0.95,0.0,0,9,7,0.0,0.0,0.0,0.0036649925342744673
15.0,0.95,1.0,0,9,7,0.0,0.0,0.0,0.0036649925342744673
15.0,0.95,1.5,0,8,7,0.0,0.0,0.0,0.0032577711415773046
15.0,0.95,2.0,0,8,7,0.0,0.0,0.0,0.0032577711415773046
15.0,0.95,3.0,0,8,7,0.0,0.0,0.0,0.0032577711415773046
15.0,0.98,0.0,0,5,7,0.0,0.0,0.0,0.002036106963485815
15.0,0.98,1.0,0,5,7,0.0,0.0,0.0,0.002036106963485815
15.0,0.98,1.5,0,5,7,0.0,0.0,0.0,0.002036106963485815
15.0,0.98,2.0,0,5,7,0.0,0.0,0.0,0.002036106963485815
15.0,0.98,3.0,0,5,7,0.0,0.0,0.0,0.002036106963485815
20.0,0.9,0.0,0,10,7,0.0,0.0,0.0,0.00407221392697163
20.0,0.9,1.0,0,10,7,0.0,0.0,0.0,0.00407221392697163
20.0,0.9,1.5,0,9,7,0.0,0.0,0.0,0.0036649925342744673
20.0,0.9,2.0,0,8,7,0.0,0.0,0.0,0.0032577711415773046
20.0,0.9,3.0,0,8,7,0.0,0.0,0.0,0.0032577711415773046
20.0,0.95,0.0,0,8,7,0.0,0.0,0.0,0.0032577711415773046
20.0,0.95,1.0,0,8,7,0.0,0.0,0.0,0.0032577711415773046
20.0,0.95,1.5,0,7,7,0.0,0.0,0.0,0.0028505497488801415
20.0,0.95,2.0,0,7,7,0.0,0.0,0.0,0.0028505497488801415
20.0,0.95,3.0,0,7,7,0.0,0.0,0.0,0.0028505497488801415
20.0,0.98,0.0,0,5,7,0.0,0.0,0.0,0.002036106963485815
20.0,0.98,1.0,0,5,7,0.0,0.0,0.0,0.002036106963485815
20.0,0.98,1.5,0,5,7,0.0,0.0,0.0,0.002036106963485815
20.0,0.98,2.0,0,5,7,0.0,0.0,0.0,0.002036106963485815
20.0,0.98,3.0,0,5,7,0.0,0.0,0.0,0.002036106963485815
30.0,0.9,0.0,0,0,7,0.0,0.0,0.0,0.0
30.0,0.9,1.0,0,0,7,0.0,0.0,0.0,0.0
30.0,0.9,1.5,0,0,7,0.0,0.0,0.0,0.0
30.0,0.9,2.0,0,0,7,0.0,0.0,0.0,0.0
30.0,0.9,3.0,0,0,7,0.0,0.0,0.0,0.0
30.0,0.95,0.0,0,0,7,0.0,0.0,0.0,0.0
30.0,0.95,1.0,0,0,7,0.0,0.0,0.0,0.0
30.0,0.95,1.5,0,0,7,0.0,0.0,0.0,0.0
30.0,0.95,2.0,0,0,7,0.0,0.0,0.0,0.0
30.0,0.95,3.0,0,0,7,0.0,0.0,0.0,0.0
30.0,0.98,0.0,0,0,7,0.0,0.0,0.0,0.0
30.0,0.98,1.0,0,0,7,0.0,0.0,0.0,0.0
30.0,0.98,1.5,0,0,7,0.0,0.0,0.0,0.0
30.0,0.98,2.0,0,0,7,0.0,0.0,0.0,0.0
30.0,0.98,3.0,0,0,7,0.0,0.0,0.0,0.0
40.0,0.9,0.0,0,0,7,0.0,0.0,0.0,0.0
40.0,0.9,1.0,0,0,7,0.0,0.0,0.0,0.0
40.0,0.9,1.5,0,0,7,0.0,0.0,0.0,0.0
40.0,0.9,2.0,0,0,7,0.0,0.0,0.0,0.0
40.0,0.9,3.0,0,0,7,0.0,0.0,0.0,0.0
40.0,0.95,0.0,0,0,7,0.0,0.0,0.0,0.0
40.0,0.95,1.0,0,0,7,0.0,0.0,0.0,0.0
40.0,0.95,1.5,0,0,7,0.0,0.0,0.0,0.0
40.0,0.95,2.0,0,0,7,0.0,0.0,0.0,0.0
40.0,0.95,3.0,0,0,7,0.0,0.0,0.0,0.0
40.0,0.98,0.0,0,0,7,0.0,0.0,0.0,0.0
40.0,0.98,1.0,0,0,7,0.0,0.0,0.0,0.0
40.0,0.98,1.5,0,0,7,0.0,0.0,0.0,0.0
40.0,0.98,2.0,0,0,7,0.0,0.0,0.0,0.0
40.0,0.98,3.0,0,0,7,0.0,0.0,0.0,0.0
