"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AY1","AY2","AZ1","AZ2","GA1","GA2","GA3","GE1","GF1","KA1","KA2","MA1","MD1","ME1","MW1","REM","EQD"
"42027099999","2024-01-02T06:00:00","4","34.0833333","74.8333333","1587.0","SRINAGAR, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","002000,1,9,9","+0028,1","-0039,1","99999,9",,"0,1,02,1","0,1,02,1",,,,,,,,,,"99999,9,08468,1","9,9,999,9,-002,1","3,1554,9","05,1","SYN05842027 31995 00000 10028 21039 38468 48554 70500 333 59002=",
"42027099999","2024-01-02T09:00:00","4","34.0833333","74.8333333","1587.0","SRINAGAR, IN","FM-12","99999","V020","230,1,N,0005,1","99999,9,9,N","002000,1,9,9","+0098,1","-0006,1","99999,9",,"0,1,02,1","0,1,02,1",,,,,,,,,,"99999,9,08433,1","9,9,999,9,-008,1","3,1520,9","05,1","SYN05842027 31995 02301 10098 21006 38433 48520 70500 333 59008=",
"42027099999","2024-01-02T12:00:00","4","34.0833333","74.8333333","1587.0","SRINAGAR, IN","FM-12","99999","V020","050,1,N,0005,1","99999,9,9,N","002000,1,9,9","+0074,1","+0025,1","99999,9",,"0,1,02,1","0,1,02,1",,,,,,,,,,"99999,9,08424,1","9,9,999,9,-008,1","3,1511,9","05,1","SYN06442027 31995 00501 10074 20025 38424 48511 70500 333 10112 59008=",
"42027099999","2024-01-02T15:00:00","4","34.0833333","74.8333333","1587.0","SRINAGAR, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","002000,1,9,9","-0005,1","-0019,1","99999,9",,"0,1,02,1","0,1,02,1",,,,,,,,,,"99999,9,08435,1","9,9,999,9,-014,1","3,1524,9","10,1","SYN05842027 31995 00000 11005 21019 38435 48524 71000 333 59014=",
"42027099999","2024-01-02T18:00:00","4","34.0833333","74.8333333","1587.0","SRINAGAR, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","002000,1,9,9","-0021,1","-0033,1","99999,9",,"0,1,02,1","0,1,02,1",,,,,,,,,,"99999,9,08437,1","9,9,999,9,-019,1","3,1526,9","10,1","SYN05842027 31995 00000 11021 21033 38437 48526 71000 333 59019=",
"42027099999","2024-01-02T21:00:00","4","34.0833333","74.8333333","1587.0","SRINAGAR, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","002000,1,9,9","-0030,1","-0037,1","99999,9",,"0,1,02,1","0,1,02,1",,,,,,,,,,"99999,9,08437,1","9,9,999,9,-013,1","3,1526,9","10,1","SYN05842027 31995 00000 11030 21037 38437 48526 71000 333 59013=",
"42027099999","2024-01-03T00:00:00","4","34.0833333","74.8333333","1587.0","SRINAGAR, IN","FM-12","99999","V020","160,1,N,0010,1","99999,9,9,N","002000,1,9,9","-0032,1","-0037,1","99999,9",,"0,1,02,1","0,1,02,1",,,,,,,,,,"99999,9,08438,1","9,9,999,9,-012,1","3,1527,9","10,1","SYN05842027 31995 01602 11032 21037 38438 48527 71000 333 59012=",
"42027099999","2024-01-03T03:00:00","4","34.0833333","74.8333333","1587.0","SRINAGAR, IN","FM-12","99999","V020","050,1,N,0005,1","22000,1,9,N","002000,1,9,9","-0042,1","-0050,1","99999,9",,"0,1,02,1","0,1,02,1",,,"02,1,+00800,1,03,1","99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","03,99,1,02,1,99,9,00800,1,99,9,99,9","240,N,-0048,1",,"99999,9,08453,1","9,9,999,9,-010,1","3,1541,9","10,1","SYN08042027 31595 30501 11042 21050 38453 48541 71000 82031 333 21048 59010 555 10000=",
"42027099999","2024-01-03T06:00:00","4","34.0833333","74.8333333","1587.0","SRINAGAR, IN","FM-12","99999","V020","230,1,N,0005,1","99999,9,9,N","002000,1,9,9","+0024,1","-0033,1","99999,9",,"0,1,02,1","0,1,02,1",,,"04,1,+00800,1,06,1","99,9,+99999,9,05,1",,"9,AGL   ,+99999,+99999","06,99,1,04,1,99,9,00800,1,99,9,99,9",,,"99999,9,08460,1","9,9,999,9,-008,1","3,1547,9","05,1","SYN06442027 31595 62301 10024 21033 38460 48547 70500 84520 333 59008=",
"42027099999","2024-01-03T09:00:00","4","34.0833333","74.8333333","1587.0","SRINAGAR, IN","FM-12","99999","V020","230,1,N,0005,1","22000,1,9,N","002000,1,9,9","+0090,1","-0025,1","99999,9",,"2,1,02,1","2,1,02,1",,,"03,1,+00800,1,06,1","99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","04,99,1,03,1,99,9,00800,1,99,9,99,9",,,"99999,9,08433,1","9,9,999,9,+000,1","3,1520,9","05,1","SYN06442027 31595 42301 10090 21025 38433 48520 70522 83501 333 58000=",
"42027099999","2024-01-03T12:00:00","4","34.0833333","74.8333333","1587.0","SRINAGAR, IN","FM-12","99999","V020","050,1,N,0005,1","99999,9,9,N","002000,1,9,9","+0075,1","+0006,1","99999,9",,"2,1,02,1","2,1,02,1",,,"03,1,+00800,1,06,1","99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","05,99,1,03,1,99,9,00800,1,99,9,99,9",,,"99999,9,08425,1","9,9,999,9,+001,1","3,1512,9","05,1","SYN07042027 31595 50501 10075 20006 38425 48512 70522 83502 333 10095 58001=",
"42027099999","2024-01-03T15:00:00","4","34.0833333","74.8333333","1587.0","SRINAGAR, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","002000,1,9,9","+0000,1","-0013,1","99999,9",,"1,1,02,1","0,1,02,1",,,,,,,,,,"99999,9,08434,1","9,9,999,9,-001,1","3,1523,9","10,1","SYN05842027 31995 00000 10000 21013 38434 48523 71010 333 59001=",
"42027099999","2024-01-03T18:00:00","4","34.0833333","74.8333333","1587.0","SRINAGAR, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","001000,1,9,9","-0025,1","-0032,1","99999,9",,"0,1,02,1","0,1,02,1",,,,,,,,,,"99999,9,08443,1","9,9,999,9,+006,1","3,1531,9","10,1","SYN05842027 31994 00000 11025 21032 38443 48531 71000 333 58006=",
"42027099999","2024-01-03T21:00:00","4","34.0833333","74.8333333","1587.0","SRINAGAR, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","001000,1,9,9","-0030,1","-0037,1","99999,9",,"0,1,02,1","0,1,02,1",,,,,,,,,,"99999,9,08440,1","9,9,999,9,+003,1","3,1529,9","10,1","SYN05842027 31994 00000 11030 21037 38440 48529 71000 333 58003=",
"42027099999","2024-01-04T00:00:00","4","34.0833333","74.8333333","1587.0","SRINAGAR, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","002000,1,9,9","-0031,1","-0036,1","99999,9",,"1,1,02,1","0,1,02,1",,,"03,1,+00800,1,06,1","99,9,+99999,9,03,1",,"9,AGL   ,+99999,+99999","05,99,1,03,1,99,9,00800,1,99,9,99,9",,,"99999,9,08441,1","9,9,999,9,+003,1","3,1530,9","10,1","SYN06442027 31595 50000 11031 21036 38441 48530 71010 83530 333 58003=",
"42027099999","2024-01-04T03:00:00","4","34.0833333","74.8333333","1587.0","SRINAGAR, IN","FM-12","99999","V020","270,1,N,0005,1","99999,9,9,N","002000,1,9,9","-0028,1","-0030,1","99999,9",,"2,1,02,1","1,1,02,1",,,"03,1,+00800,1,06,1","99,9,+99999,9,03,1",,"9,AGL   ,+99999,+99999","06,99,1,03,1,99,9,00800,1,99,9,99,9","240,N,-0038,1",,"99999,9,08456,1","9,9,999,9,+003,1","3,1544,9","10,1","SYN08042027 31595 62701 11028 21030 38456 48544 71021 83530 333 21038 58003 555 10000=",
"42027099999","2024-01-04T06:00:00","4","34.0833333","74.8333333","1587.0","SRINAGAR, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","002000,1,9,9","+0030,1","-0038,1","99999,9",,"2,1,02,1","1,1,02,1",,,"03,1,+00800,1,06,1","99,9,+99999,9,03,1",,"9,AGL   ,+99999,+99999","05,99,1,03,1,99,9,00800,1,99,9,99,9",,,"99999,9,08467,1","9,9,999,9,+007,1","3,1553,9","05,1","SYN06442027 31595 50000 10030 21038 38467 48553 70521 83530 333 58007=",
"42027099999","2024-01-04T09:00:00","4","34.0833333","74.8333333","1587.0","SRINAGAR, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","002000,1,9,9","+0094,1","-0009,1","99999,9",,"0,1,02,1","0,1,02,1",,,"03,1,+00840,1,06,1",,,"9,AGL   ,+99999,+99999","03,99,1,03,1,99,9,00840,1,99,9,99,9",,,"99999,9,08434,1","9,9,999,9,+001,1","3,1521,9","10,1","SYN07042027 31595 30000 10094 21009 38434 48521 71000 83500 333 58001 83628=",
"42027099999","2024-01-04T12:00:00","4","34.0833333","74.8333333","1587.0","SRINAGAR, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","002000,1,9,9","+0071,1","+0029,1","99999,9",,"0,1,02,1","0,1,02,1",,,"03,1,+00840,1,06,1","01,1,+03000,1,03,1",,"9,AGL   ,+99999,+99999","04,99,1,03,1,99,9,00840,1,99,9,99,9",,,"99999,9,08426,1","9,9,999,9,+001,1","3,1513,9","10,1","SYN08242027 31595 40000 10071 20029 38426 48513 71000 83530 333 10106 58001 83628 81360=",
"42027099999","2024-01-04T15:00:00","4","34.0833333","74.8333333","1587.0","SRINAGAR, IN","FM-12","99999","V020","050,1,N,0010,1","99999,9,9,N","001000,1,9,9","+0000,1","-0020,1","99999,9",,"2,1,02,1","0,1,02,1",,,,,,,,,,"99999,9,08437,1","9,9,999,9,+003,1","3,1526,9","10,1","SYN05842027 31994 00502 10000 21020 38437 48526 71020 333 58003=",
"42027099999","2024-01-04T18:00:00","4","34.0833333","74.8333333","1587.0","SRINAGAR, IN","FM-12","99999","V020","050,1,N,0005,1","99999,9,9,N","001000,1,9,9","-0010,1","-0026,1","99999,9",,"0,1,02,1","0,1,02,1",,,,,,,,,,"99999,9,08440,1","9,9,999,9,-003,1","3,1529,9","10,1","SYN05842027 31994 00501 11010 21026 38440 48529 71000 333 59003=",
"42027099999","2024-01-04T21:00:00","4","34.0833333","74.8333333","1587.0","SRINAGAR, IN","FM-12","99999","V020","050,1,N,0005,1","22000,1,9,N","002000,1,9,9","-0015,1","-0020,1","99999,9",,"0,1,02,1","0,1,02,1",,,"03,1,+00800,1,06,1","99,9,+99999,9,05,1",,"9,AGL   ,+99999,+99999","04,99,1,03,1,99,9,00800,1,99,9,99,9",,,"99999,9,08432,1","9,9,999,9,-008,1","3,1521,9","10,1","SYN06442027 31595 40501 11015 21020 38432 48521 71000 83520 333 59008=",
"42027099999","2024-01-05T00:00:00","4","34.0833333","74.8333333","1587.0","SRINAGAR, IN","FM-12","99999","V020","050,1,N,0005,1","22000,1,9,N","002000,1,9,9","-0018,1","-0020,1","99999,9",,"2,1,02,1","0,1,02,1",,,"03,1,+00800,1,06,1","99,9,+99999,9,05,1",,"9,AGL   ,+99999,+99999","04,99,1,03,1,99,9,00800,1,99,9,99,9",,,"99999,9,08432,1","9,9,999,9,-009,1","3,1521,9","10,1","SYN06442027 31595 40501 11018 21020 38432 48521 71020 83520 333 59009=",
"42027099999","2024-01-05T03:00:00","4","34.0833333","74.8333333","1587.0","SRINAGAR, IN","FM-12","99999","V020","160,1,N,0010,1","01800,1,C,N","002000,1,9,9","-0020,1","-0030,1","99999,9",,"1,1,02,1","1,1,02,1",,,"04,1,+00840,1,06,1","01,1,+01800,1,04,1",,"9,AGL   ,+99999,+99999","05,99,1,04,1,99,9,00840,1,99,9,99,9","240,M,+0106,1","240,N,-0030,1","99999,9,08445,1","9,9,999,9,-011,1","3,1533,9","10,1","SYN09842027 31595 51602 11020 21030 38445 48533 71011 84520 333 10106 21030 59011 84628 81456 555 10000=",
"42027099999","2024-01-05T06:00:00","4","34.0833333","74.8333333","1587.0","SRINAGAR, IN","FM-12","99999","V020","270,1,N,0005,1","03000,1,C,N","002000,1,9,9","+0043,1","-0055,1","99999,9",,"2,1,02,1","2,1,02,1",,,"04,1,+00840,1,06,1","02,1,+03000,1,03,1",,"9,AGL   ,+99999,+99999","06,99,1,04,1,99,9,00840,1,99,9,99,9",,,"99999,9,08449,1","9,9,999,9,-018,1","3,1536,9","05,1","SYN07642027 31595 62701 10043 21055 38449 48536 70522 84530 333 59018 84628 82360=",
"42027099999","2024-01-05T09:00:00","4","34.0833333","74.8333333","1587.0","SRINAGAR, IN","FM-12","99999","V020","320,1,N,0010,1","99999,9,9,N","002000,1,9,9","+0110,1","-0023,1","99999,9",,"2,1,02,1","2,1,02,1",,,"04,1,+00800,1,06,1","99,9,+99999,9,03,1",,"9,AGL   ,+99999,+99999","06,99,1,04,1,99,9,00800,1,99,9,99,9",,,"99999,9,08425,1","9,9,999,9,-009,1","3,1511,9","05,1","SYN06442027 31595 63202 10110 21023 38425 48511 70522 84530 333 59009=",
"42027099999","2024-01-05T12:00:00","4","34.0833333","74.8333333","1587.0","SRINAGAR, IN","FM-12","99999","V020","140,1,N,0005,1","99999,9,9,N","002000,1,9,9","+0088,1","+0004,1","99999,9",,"2,1,02,1","2,1,02,1",,,"04,1,+00800,1,06,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1","9,AGL   ,+99999,+99999","06,99,1,04,1,99,9,00800,1,99,9,99,9",,,"99999,9,08430,1","9,9,999,9,+004,1","3,1517,9","05,1","SYN07042027 31595 61401 10088 20004 38430 48517 70522 84531 333 10116 58004=",
"42027099999","2024-01-05T15:00:00","4","34.0833333","74.8333333","1587.0","SRINAGAR, IN","FM-12","99999","V020","140,1,N,0005,1","22000,1,9,N","002000,1,9,9","+0008,1","-0019,1","99999,9",,"2,1,02,1","1,1,02,1",,,"02,1,+00800,1,06,1",,,"9,AGL   ,+99999,+99999","02,99,1,02,1,99,9,00800,1,99,9,99,9",,,"99999,9,08441,1","9,9,999,9,+004,1","3,1529,9","10,1","SYN06442027 31595 21401 10008 21019 38441 48529 71021 82500 333 58004=",
"42027099999","2024-01-05T18:00:00","4","34.0833333","74.8333333","1587.0","SRINAGAR, IN","FM-12","99999","V020","050,1,N,0010,1","22000,1,9,N","002000,1,9,9","-0016,1","-0030,1","99999,9",,"1,1,02,1","0,1,02,1",,,"02,1,+00800,1,06,1",,,"9,AGL   ,+99999,+99999","02,99,1,02,1,99,9,00800,1,99,9,99,9",,,"99999,9,08447,1","9,9,999,9,+007,1","3,1536,9","10,1","SYN06442027 31595 20502 11016 21030 38447 48536 71010 82500 333 58007=",
"42027099999","2024-01-05T21:00:00","4","34.0833333","74.8333333","1587.0","SRINAGAR, IN","FM-12","99999","V020","050,1,N,0005,1","99999,9,9,N","002000,1,9,9","-0024,1","-0036,1","99999,9",,"0,1,02,1","0,1,02,1",,,,,,,,,,"99999,9,08450,1","9,9,999,9,-018,1","3,1539,9","10,1","SYN05842027 31995 00501 11024 21036 38450 48539 71000 333 59018=",
"42027099999","2024-01-06T00:00:00","4","34.0833333","74.8333333","1587.0","SRINAGAR, IN","FM-12","99999","V020","050,1,N,0005,1","99999,9,9,N","002000,1,9,9","-0030,1","-0040,1","99999,9",,"0,1,02,1","0,1,02,1",,,,,,,,,,"99999,9,08456,1","9,9,999,9,+024,1","3,1544,9","10,1","SYN05842027 31995 00501 11030 21040 38456 48544 71000 333 58024=",
"42027099999","2024-01-06T03:00:00","4","34.0833333","74.8333333","1587.0","SRINAGAR, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","002000,1,9,9","-0048,1","-0051,1","99999,9",,"0,1,02,1","0,1,02,1",,,,,,,,"240,N,-0054,1",,"99999,9,08476,1","9,9,999,9,+031,1","3,1563,9","10,1","SYN07442027 31995 00000 11048 21051 38476 48563 71000 333 21054 58031 555 10000=",
"42027099999","2024-01-06T06:00:00","4","34.0833333","74.8333333","1587.0","SRINAGAR, IN","FM-12","99999","V020","050,1,N,0005,1","99999,9,9,N","002000,1,9,9","+0038,1","-0056,1","99999,9",,"0,1,02,1","0,1,02,1",,,,,,,,,,"99999,9,08480,1","9,9,999,9,+031,1","3,1566,9","05,1","SYN05842027 31995 00501 10038 21056 38480 48566 70500 333 58031=",
"42027099999","2024-01-06T09:00:00","4","34.0833333","74.8333333","1587.0","SRINAGAR, IN","FM-12","99999","V020","230,1,N,0005,1","22000,1,9,9","002000,1,9,9","+0106,1","-0023,1","99999,9","99,9999,9,9","0,1,99,9","0,1,99,9",,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"99999,9,08453,1","9,9,999,9,+028,1","9,1539,9","05,1","SYN004BUFR",
"42027099999","2024-01-06T12:00:00","4","34.0833333","74.8333333","1587.0","SRINAGAR, IN","FM-12","99999","V020","230,1,N,0005,1","22000,1,9,9","002000,1,9,9","+0076,1","+0028,1","99999,9","99,9999,9,9","0,1,99,9","0,1,99,9",,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"99999,9,08448,1","9,9,999,9,+018,1","9,1535,9","05,1","SYN004BUFR",
"42027099999","2024-01-06T15:00:00","4","34.0833333","74.8333333","1587.0","SRINAGAR, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,9","002000,1,9,9","+0000,1","-0014,1","99999,9","99,9999,9,9","0,1,99,9","0,1,99,9",,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"99999,9,08460,1","9,9,999,9,+019,1","9,1548,9","10,1","SYN004BUFR",
"42027099999","2024-01-06T18:00:00","4","34.0833333","74.8333333","1587.0","SRINAGAR, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","002000,1,9,9","-0026,1","-0036,1","99999,9",,"0,1,02,1","0,1,02,1",,,,,,,,,,"99999,9,08467,1","9,9,999,9,+020,1","3,1554,9","10,1","SYN05842027 31995 00000 11026 21036 38467 48554 71000 333 58020=",
"42027099999","2024-01-06T21:00:00","4","34.0833333","74.8333333","1587.0","SRINAGAR, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","002000,1,9,9","-0030,1","-0037,1","99999,9",,"0,1,02,1","0,1,02,1",,,,,,,,,,"99999,9,08465,1","9,9,999,9,+015,1","3,1552,9","10,1","SYN05842027 31995 00000 11030 21037 38465 48552 71000 333 58015=",
"42027099999","2024-01-07T00:00:00","4","34.0833333","74.8333333","1587.0","SRINAGAR, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","002000,1,9,9","-0031,1","-0044,1","99999,9",,"0,1,02,1","0,1,02,1",,,,,,,,,,"99999,9,08464,1","9,9,999,9,+008,1","3,1551,9","10,1","SYN05842027 31995 00000 11031 21044 38464 48551 71000 333 58008=",
"42027099999","2024-01-07T03:00:00","4","34.0833333","74.8333333","1587.0","SRINAGAR, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","002000,1,9,9","-0052,1","-0069,1","99999,9",,"0,1,02,1","0,1,02,1",,,,,,,,"240,N,-0056,1",,"99999,9,08480,1","9,9,999,9,+004,1","3,1567,9","10,1","SYN07442027 31995 00000 11052 21069 38480 48567 71000 333 21056 58004 555 10000=",
"42027099999","2024-01-07T06:00:00","4","34.0833333","74.8333333","1587.0","SRINAGAR, IN","FM-12","99999","V020","180,1,N,0005,1","99999,9,9,N","002000,1,9,9","+0044,1","-0064,1","99999,9",,"0,1,02,1","0,1,02,1",,,,,,,,,,"99999,9,08485,1","9,9,999,9,+005,1","3,1571,9","05,1","SYN05842027 31995 01801 10044 21064 38485 48571 70500 333 58005=",
"42027099999","2024-01-07T09:00:00","4","34.0833333","74.8333333","1587.0","SRINAGAR, IN","FM-12","99999","V020","320,1,N,0010,1","22000,1,9,9","002000,1,9,9","+0097,1","-0017,1","99999,9","99,9999,9,9","0,1,99,9","0,1,99,9",,,"99,9,+01250,1,00,1",,,"9,AGL   ,+99999,+99999","03,99,1,99,9,99,9,01250,1,99,9,99,9",,,"99999,9,08457,1","9,9,999,9,+004,1","9,1543,9","05,1","SYN004BUFR",
"42027099999","2024-01-07T12:00:00","4","34.0833333","74.8333333","1587.0","SRINAGAR, IN","FM-12","99999","V020","320,1,N,0005,1","22000,1,9,N","002000,1,9,9","+0088,1","+0023,1","99999,9",,"1,1,02,1","0,1,02,1",,,"01,1,+01250,1,04,1","99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","03,99,1,01,1,99,9,01250,1,99,9,99,9",,,,"9,9,999,9,-003,1","3,1531,9","05,1","SYN06442027 31695 33201 10088 20023 48531 70510 81011 333 10116 59003=",
"42027099999","2024-01-07T15:00:00","4","34.0833333","74.8333333","1587.0","SRINAGAR, IN","FM-12","99999","V020","320,1,N,0005,1","22000,1,9,9","002000,1,9,9","+0002,1","-0014,1","99999,9","99,9999,9,9","0,1,99,9","0,1,99,9",,,"99,9,+01250,1,99,9",,,"9,AGL   ,+99999,+99999","03,99,1,99,9,99,9,01250,1,99,9,99,9",,,"99999,9,08454,1","9,9,999,9,-006,1","9,1541,9","10,1","SYN004BUFR",
"42027099999","2024-01-07T18:00:00","4","34.0833333","74.8333333","1587.0","SRINAGAR, IN","FM-12","99999","V020","230,1,N,0005,1","99999,9,9,N","002000,1,9,9","-0020,1","-0030,1","99999,9",,"0,1,02,1","0,1,02,1",,,,,,,,,,"99999,9,08458,1","9,9,999,9,-009,1","3,1546,9","10,1","SYN05842027 31995 02301 11020 21030 38458 48546 71000 333 59009=",
"42027099999","2024-01-07T21:00:00","4","34.0833333","74.8333333","1587.0","SRINAGAR, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","002000,1,9,9","-0029,1","-0034,1","99999,9",,"0,1,02,1","0,1,02,1",,,,,,,,,,"99999,9,08456,1","9,9,999,9,-011,1","3,1544,9","10,1","SYN05842027 31995 00000 11029 21034 38456 48544 71000 333 59011=",
"42027099999","2024-01-08T00:00:00","4","34.0833333","74.8333333","1587.0","SRINAGAR, IN","FM-12","99999","V020","140,1,N,0005,1","99999,9,9,N","002000,1,9,9","-0018,1","-0035,1","99999,9",,"0,1,02,1","0,1,02,1",,,,,,,,,,"99999,9,08450,1","9,9,999,9,-014,1","3,1538,9","10,1","SYN05842027 31995 01401 11018 21035 38450 48538 71000 333 59014=",
"42027099999","2024-01-08T03:00:00","4","34.0833333","74.8333333","1587.0","SRINAGAR, IN","FM-12","99999","V020","230,1,N,0005,1","99999,9,9,N","002000,1,9,9","-0036,1","-0052,1","99999,9",,"2,1,02,1","0,1,02,1",,,"02,1,+00800,1,06,1","99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","05,99,1,02,1,99,9,00800,1,99,9,99,9","240,N,-0043,1",,"99999,9,08463,1","9,9,999,9,-017,1","3,1551,9","05,1","SYN08042027 31595 52301 11036 21052 38463 48551 70520 82501 333 21043 59017 555 10000=",
"42027099999","2024-01-08T06:00:00","4","34.0833333","74.8333333","1587.0","SRINAGAR, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","002000,1,9,9","+0042,1","-0019,1","99999,9",,"2,1,02,1","0,1,02,1",,,,,,,,,,"99999,9,08470,1","9,9,999,9,-015,1","3,1557,9","05,1","SYN05842027 31995 00000 10042 21019 38470 48557 70520 333 59015=",
