"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AY1","AY2","GA1","GA2","GE1","GF1","KA1","KA2","MD1","MW1","REM","EQD"
"42137099999","2023-01-13T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","001000,1,9,9","+0116,1","+0104,1","10149,1",,"2,1,02,1","2,1,02,1","05,1,+01250,1,06,1",,"9,AGL   ,+99999,+99999","05,99,1,05,1,99,9,01250,1,99,9,99,9","240,M,+0187,1","240,N,+0106,1","9,9,999,9,+006,1","10,1","SYN08042137 31694 50000 10116 20104 40149 71022 85400 333 10187 20106 58006 555 10000=",
"42137099999","2023-01-14T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","320,1,N,0010,1","00060,1,W,N","000200,1,9,9","+0110,1","+0110,1","10178,1","24,0040,3,1","4,1,02,1","4,1,02,1","09,1,+99999,9,99,9",,"9,AGL   ,+99999,+99999","09,99,1,09,1,99,9,99999,9,99,9,99,9","240,M,+0212,1","240,N,+0105,1","9,9,999,9,+029,1","45,1","SYN09242137 21/92 93202 10110 20110 40178 74544 89/// 333 10212 20105 58029 6004/ 555 00038 10004=",
"42137099999","2023-01-16T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","002000,1,9,9","+0040,1","+0020,1","10188,1",,"0,1,02,1","0,1,02,1",,,,,"240,M,+0165,1","240,N,+0020,1","9,9,999,9,+000,1","10,1","SYN07442137 31995 00000 10040 20020 40188 71000 333 10165 20020 58000 555 10004=",
"42137099999","2023-01-17T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","002000,1,9,9","+0040,1","+0015,1","10187,1",,"0,1,02,1","0,1,02,1",,,,,"240,M,+0174,1","240,N,+0023,1","9,9,999,9,-002,1","10,1","SYN07442137 31995 00000 10040 20015 40187 71000 333 10174 20023 59002 555 10004=",
"42137099999","2023-01-18T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","002000,1,9,9","+0048,1","+0007,1","10217,1",,"0,1,02,1","0,1,02,1",,,,,"240,M,+0176,1","240,N,+0024,1","9,9,999,9,+030,1","10,1","SYN07442137 31995 00000 10048 20007 40217 71000 333 10176 20024 58030 555 10004=",
"42137099999","2023-01-19T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","002000,1,9,9","+0086,1","+0064,1","10204,1",,"2,1,02,1","2,1,02,1","02,1,+01250,1,06,1","99,9,+99999,9,03,1","9,AGL   ,+99999,+99999","07,99,1,02,1,99,9,01250,1,99,9,99,9","240,M,+0182,1","240,N,+0078,1","9,9,999,9,-007,1","10,1","SYN08042137 31695 70000 10086 20064 40204 71022 82470 333 10182 20078 59007 555 10004=",
"42137099999","2023-01-20T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","002000,1,9,9","+0108,1","+0100,1","10187,1","24,0110,3,1","2,1,02,1","2,1,02,1","03,1,+01250,1,06,1","99,9,+99999,9,05,1","9,AGL   ,+99999,+99999","07,99,1,03,1,99,9,01250,1,99,9,99,9","240,M,+0182,1","240,N,+0097,1","9,9,999,9,-016,1","10,1","SYN09242137 21695 70000 10108 20100 40187 71022 83420 333 10182 20097 59016 6011/ 555 00106 10014=",
"42137099999","2023-01-21T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","000500,1,9,9","+0074,1","+0061,1","10197,1","24,0000,9,1","0,1,02,1","0,1,02,1",,,,,"240,M,+0195,1","240,N,+0048,1","9,9,999,9,+006,1","12,1","SYN08642137 21993 00000 10074 20061 40197 71200 333 10195 20048 58006 6990/ 555 00000 10014=","Q01  00002PRCP24"
"42137099999","2023-01-23T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","002000,1,9,9","+0100,1","+0092,1","10188,1",,"2,1,02,1","2,1,02,1","02,1,+01250,1,06,1","99,9,+99999,9,03,1","9,AGL   ,+99999,+99999","05,99,1,02,1,99,9,01250,1,99,9,99,9","240,M,+0212,1","240,N,+0070,1","9,9,999,9,+000,1","10,1","SYN08042137 31695 50000 10100 20092 40188 71022 82430 333 10212 20070 58000 555 10014=",
"42137099999","2023-01-24T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","002000,1,9,9","+0142,1","+0120,1","10153,1","24,0000,9,1","5,1,02,1","2,1,02,1","03,1,+01250,1,06,1","99,9,+99999,9,05,1","9,AGL   ,+99999,+99999","07,99,1,03,1,99,9,01250,1,99,9,99,9","240,M,+0218,1","240,N,+0096,1","9,9,999,9,-029,1","10,1","SYN09242137 21695 70000 10142 20120 40153 71052 83420 333 10218 20096 59029 6990/ 555 00000 10014=","Q01  00002PRCP24"
"42137099999","2023-01-25T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","001000,1,9,9","+0112,1","+0108,1","10170,1",,"2,1,02,1","1,1,02,1","04,1,+01250,1,06,1",,"9,AGL   ,+99999,+99999","04,99,1,04,1,99,9,01250,1,99,9,99,9","240,M,+0202,1","240,N,+0103,1","9,9,999,9,+013,1","10,1","SYN08042137 31694 40000 10112 20108 40170 71021 84400 333 10202 20103 58013 555 10014=",
"42137099999","2023-01-26T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","320,1,N,0010,1","00030,1,W,N","000050,1,9,9","+0116,1","+0116,1","10195,1",,"4,1,02,1","4,1,02,1","09,1,+99999,9,99,9",,"9,AGL   ,+99999,+99999","09,99,1,09,1,99,9,99999,9,99,9,99,9","240,M,+0194,1","240,N,+0110,1","9,9,999,9,+025,1","45,1","SYN08042137 31/91 93202 10116 20116 40195 74544 89/// 333 10194 20110 58025 555 10014=",
"42137099999","2023-01-27T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","002000,1,9,9","+0064,1","+0046,1","10213,1",,"0,1,02,1","0,1,02,1",,,,,"240,M,+0134,1","240,N,+0042,1","9,9,999,9,+012,1","10,1","SYN07442137 31995 00000 10064 20046 40213 71000 333 10134 20042 58012 555 10014=",
"42137099999","2023-01-28T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","002000,1,9,9","+0054,1","+0040,1","10177,1",,"0,1,02,1","0,1,02,1",,,,,"240,M,+0188,1","240,N,+0042,1","9,9,999,9,-036,1","10,1","SYN07442137 31995 00000 10054 20040 40177 71000 333 10188 20042 59036 555 10014=",
"42137099999","2023-01-30T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","140,1,N,0031,1","99999,9,9,N","004000,1,9,9","+0138,1","+0119,1","10199,1","24,0080,3,1",,,"02,1,+01250,1,06,1","99,9,+99999,9,05,1","9,AGL   ,+99999,+99999","06,99,1,02,1,99,9,01250,1,99,9,99,9","240,M,+0140,1","240,N,+0122,1","9,9,999,9,+000,1",,"SYN08642137 22696 61406 10138 20119 40199 82420 333 10140 20122 58000 6008/ 555 00082 10023=",
"42137099999","2023-01-31T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","000050,1,9,9","+0100,1","+0100,1","10205,1",,"4,1,02,1","4,1,02,1",,,,,"240,M,+0196,1","240,N,+0092,1","9,9,999,9,+002,1","42,1","SYN07442137 31991 00000 10100 20100 40205 74244 333 10196 20092 58002 555 10023=",
"42137099999","2023-02-01T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","000050,1,9,9","+0084,1","+0084,1","10196,1",,"4,1,02,1","4,1,02,1",,,,,"240,M,+0202,1","240,N,+0072,1","9,9,999,9,-011,1","45,1","SYN07442137 31991 00000 10084 20084 40196 74544 333 10202 20072 59011 555 10023=",
"42137099999","2023-02-02T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","004000,1,9,9","+0088,1","+0071,1","10171,1",,"0,1,02,1","0,1,02,1",,,,,"240,M,+0208,1","240,N,+0066,1","9,9,999,9,-022,1","10,1","SYN07442137 31996 00000 10088 20071 40171 71000 333 10208 20066 59022 555 10023=",
"42137099999","2023-02-04T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","002000,1,9,9","+0104,1","+0092,1","10151,1",,"0,1,02,1","0,1,02,1",,,,,"240,M,+0228,1","240,N,+0081,1","9,9,999,9,+000,1","10,1","SYN07442137 31995 00000 10104 20092 40151 71000 333 10228 20081 58000 555 10023=",
"42137099999","2023-02-06T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","002000,1,9,9","+0114,1","+0110,1","10148,1",,"2,1,02,1","1,1,02,1","04,1,+01250,1,06,1",,"9,AGL   ,+99999,+99999","04,99,1,04,1,99,9,01250,1,99,9,99,9","240,M,+0242,1","240,N,+0080,1","9,9,999,9,+000,1","10,1","SYN08042137 31695 40000 10114 20110 40148 71021 84400 333 10242 20080 58000 555 10023=",
"42137099999","2023-02-07T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","000500,1,9,9","+0122,1","+0122,1","10123,1",,"4,1,02,1","4,1,02,1",,,,,"240,M,+0237,1","240,N,+0092,1","9,9,999,9,-024,1","12,1","SYN07442137 31993 00000 10122 20122 40123 71244 333 10237 20092 59024 555 10023=",
"42137099999","2023-02-08T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","004000,1,9,9","+0100,1","+0057,1","10156,1",,,,,,,,"240,M,+0238,1","240,N,+0060,1","9,9,999,9,+030,1",,"SYN06842137 32996 00000 10100 20057 40156 333 10238 20060 58030 555 10023=",
"42137099999","2023-02-09T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","002000,1,9,9","+0110,1","+0090,1","10138,1",,"2,1,02,1","1,1,02,1","02,1,+01250,1,06,1","99,9,+99999,9,03,1","9,AGL   ,+99999,+99999","05,99,1,02,1,99,9,01250,1,99,9,99,9","240,M,+0224,1","240,N,+0076,1","9,9,999,9,-016,1","10,1","SYN08042137 31695 50000 10110 20090 40138 71021 82430 333 10224 20076 59016 555 10023=",
"42137099999","2023-02-10T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","140,1,N,0015,1","99999,9,9,N","002000,1,9,9","+0150,1","+0113,1","10130,1",,"0,1,02,1","0,1,02,1",,,,,"240,M,+0246,1","240,N,+0132,1","9,9,999,9,-004,1","10,1","SYN07442137 31995 01403 10150 20113 40130 71000 333 10246 20132 59004 555 10023=",
"42137099999","2023-02-11T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","002000,1,9,9","+0134,1","+0127,1","10147,1",,"0,1,02,1","0,1,02,1",,,,,"240,M,+0247,1","240,N,+0116,1","9,9,999,9,+015,1","10,1","SYN07442137 31995 00000 10134 20127 40147 71000 333 10247 20116 58015 555 10023=",
"42137099999","2023-02-13T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","270,1,N,0015,1","99999,9,9,N","004000,1,9,9","+0074,1","+0021,1","10171,1",,,,,,,,"240,M,+0215,1","240,N,+0044,1","9,9,999,9,+000,1",,"SYN06842137 32996 02703 10074 20021 40171 333 10215 20044 58000 555 10023=",
"42137099999","2023-02-14T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","320,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0096,1","+0062,1","10179,1",,,,,,,,"240,M,+0196,1","240,N,+0068,1","9,9,999,9,+010,1",,"SYN06842137 32996 03202 10096 20062 40179 333 10196 20068 58010 555 10023=",
"42137099999","2023-02-15T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","004000,1,9,9","+0124,1","+0092,1","10136,1",,,,,,,,"240,M,+0220,1","240,N,+0093,1","9,9,999,9,-039,1",,"SYN06842137 32996 00000 10124 20092 40136 333 10220 20093 59039 555 10023=",
"42137099999","2023-02-16T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","001000,1,9,9","+0122,1","+0118,1","10168,1",,"0,1,02,1","0,1,02,1",,,,,"240,M,+0257,1","240,N,+0094,1","9,9,999,9,+031,1","10,1","SYN07442137 31994 00000 10122 20118 40168 71000 333 10257 20094 58031 555 10023=",
"42137099999","2023-02-17T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","002000,1,9,9","+0130,1","+0123,1","10182,1",,"1,1,02,1","1,1,02,1","03,1,+01250,1,06,1",,"9,AGL   ,+99999,+99999","03,99,1,03,1,99,9,01250,1,99,9,99,9","240,M,+0260,1","240,N,+0102,1","9,9,999,9,+015,1","10,1","SYN08042137 31695 30000 10130 20123 40182 71011 83400 333 10260 20102 58015 555 10023=",
"42137099999","2023-02-18T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","00030,1,W,N","000050,1,9,9","+0108,1","+0108,1","10170,1",,"4,1,02,1","4,1,02,1","09,1,+99999,9,99,9",,"9,AGL   ,+99999,+99999","09,99,1,09,1,99,9,99999,9,99,9,99,9","240,M,+0265,1","240,N,+0101,1","9,9,999,9,-014,1","45,1","SYN08042137 31/91 90000 10108 20108 40170 74544 89/// 333 10265 20101 59014 555 10023=",
"42137099999","2023-02-20T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","001000,1,9,9","+0166,1","+0152,1","10130,1",,"1,1,02,1","1,1,02,1","99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","03,99,1,00,1,99,9,99999,9,99,9,99,9","240,M,+0274,1","240,N,+0112,1","9,9,999,9,+000,1","10,1","SYN08042137 31994 30000 10166 20152 40130 71011 80001 333 10274 20112 58000 555 10023=","Q01    003SCCGA1"
"42137099999","2023-02-21T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","110,1,N,0010,1","99999,9,9,N","002000,1,9,9","+0180,1","+0163,1","10118,1",,"0,1,02,1","0,1,02,1",,,,,"240,M,+0280,1","240,N,+0162,1","9,9,999,9,-011,1","10,1","SYN07442137 31995 01102 10180 20163 40118 71000 333 10280 20162 59011 555 10023=",
"42137099999","2023-02-22T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","004000,1,9,9","+0140,1","+0133,1","10139,1",,,,,,,,"240,M,+0286,1","240,N,+0100,1","9,9,999,9,+017,1",,"SYN06842137 32996 00000 10140 20133 40139 333 10286 20100 58017 555 10023=",
"42137099999","2023-02-23T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","004000,1,9,9","+0138,1","+0112,1","10135,1",,,,,,,,"240,M,+0277,1","240,N,+0088,1","9,9,999,9,-004,1",,"SYN06842137 32996 00000 10138 20112 40135 333 10277 20088 59004 555 10023=",
"42137099999","2023-02-24T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","002000,1,9,9","+0136,1","+0125,1","10156,1",,"0,1,02,1","0,1,02,1",,,,,"240,M,+0270,1","240,N,+0102,1","9,9,999,9,+020,1","10,1","SYN07442137 31995 00000 10136 20125 40156 71000 333 10270 20102 58020 555 10023=",
"42137099999","2023-02-25T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","002000,1,9,9","+0146,1","+0120,1","10178,1",,"0,1,02,1","0,1,02,1",,,,,"240,M,+0272,1","240,N,+0102,1","9,9,999,9,+022,1","10,1","SYN07442137 31995 00000 10146 20120 40178 71000 333 10272 20102 58022 555 10023=",
"42137099999","2023-02-27T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","002000,1,9,9","+0144,1","+0137,1","10195,1",,"1,1,02,1","1,1,02,1","02,1,+01250,1,06,1",,"9,AGL   ,+99999,+99999","02,99,1,02,1,99,9,01250,1,99,9,99,9","240,M,+0282,1","240,N,+0115,1","9,9,999,9,+000,1","10,1","SYN08042137 31695 20000 10144 20137 40195 71011 82400 333 10282 20115 58000 555 10023=",
"42137099999","2023-02-28T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","004000,1,9,9","+0152,1","+0134,1","10188,1",,,,,,,,"240,M,+0280,1","240,N,+0105,1","9,9,999,9,-006,1",,"SYN06842137 32996 00000 10152 20134 40188 333 10280 20105 59006 555 10023=",
"42137099999","2023-03-01T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","050,1,N,0015,1","22000,1,9,N","004000,1,9,9","+0162,1","+0126,1","10213,1","24,0000,9,1",,,"02,1,+01250,1,06,1",,"9,AGL   ,+99999,+99999","02,99,1,02,1,99,9,01250,1,99,9,99,9","240,M,+0264,1","240,N,+0132,1","9,9,999,9,+025,1",,"SYN08642137 22696 20503 10162 20126 40213 82400 333 10264 20132 58025 6990/ 555 00000 10000=","Q01  00002PRCP24"
"42137099999","2023-03-02T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","004000,1,9,9","+0156,1","+0127,1","10209,1",,,,,,,,"240,M,+0293,1","240,N,+0120,1","9,9,999,9,-005,1",,"SYN06842137 32996 00000 10156 20127 40209 333 10293 20120 59005 555 10000=",
"42137099999","2023-03-04T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","004000,1,9,9","+0164,1","+0139,1","10215,1",,,,"99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","03,99,1,00,1,99,9,99999,9,99,9,99,9","240,M,+0288,1","240,N,+0128,1","9,9,999,9,+005,1",,"SYN07442137 32996 30000 10164 20139 40215 80001 333 10288 20128 58005 555 10023=","Q01    003SCCGA1"
"42137099999","2023-03-06T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","004000,1,9,9","+0162,1","+0145,1","10181,1",,,,,,,,"240,M,+0275,1","240,N,+0122,1","9,9,999,9,+000,1",,"SYN06842137 32996 00000 10162 20145 40181 333 10275 20122 58000 555 10000=",
"42137099999","2023-03-07T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","002000,1,9,9","+0154,1","+0147,1","10173,1",,"1,1,02,1","1,1,02,1","99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","02,99,1,00,1,99,9,99999,9,99,9,99,9","240,M,+0278,1","240,N,+0119,1","9,9,999,9,-009,1","10,1","SYN08042137 31995 20000 10154 20147 40173 71011 80001 333 10278 20119 59009 555 10023=","Q01    003SCCGA1"
"42137099999","2023-03-08T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","002000,1,9,9","+0160,1","+0146,1","10186,1",,"0,1,02,1","0,1,02,1",,,,,"240,M,+0276,1","240,N,+0130,1","9,9,999,9,+013,1","10,1","SYN07442137 31995 00000 10160 20146 40186 71000 333 10276 20130 58013 555 10000=",
"42137099999","2023-03-09T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","002000,1,9,9","+0174,1","+0164,1","10189,1",,"0,1,02,1","0,1,02,1",,,,,"240,M,+0278,1","240,N,+0134,1","9,9,999,9,+005,1","10,1","SYN07442137 31995 00000 10174 20164 40189 71000 333 10278 20134 58005 555 10000=",
"42137099999","2023-03-10T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","002000,1,9,9","+0172,1","+0162,1","10173,1",,"0,1,02,1","0,1,02,1",,,,,"240,M,+0288,1","240,N,+0130,1","9,9,999,9,-016,1","10,1","SYN07442137 31995 00000 10172 20162 40173 71000 333 10288 20130 59016 555 10000=",
"42137099999","2023-03-11T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","004000,1,9,9","+0166,1","+0152,1","10173,1",,"0,1,02,1","0,1,02,1",,,,,"240,M,+0290,1","240,N,+0134,1","9,9,999,9,-001,1","10,1","SYN07442137 31996 00000 10166 20152 40173 71000 333 10290 20134 59001 555 10000=",
"42137099999","2023-03-13T03:00:00","4","29.7","77.0333333","249.0","KARNAL, IN","FM-12","99999","V020","999,9,C,0000,1","99999,9,9,N","002000,1,9,9","+0176,1","+0163,1","10158,1",,"0,1,02,1","0,1,02,1",,,,,"240,M,+0305,1","240,N,+0138,1","9,9,999,9,+000,1","10,1","SYN07442137 31995 00000 10176 20163 40158 71000 333 10305 20138 58000 555 10000=",
