"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AY1","AY2","AZ1","AZ2","GA1","GA2","GA3","GA4","GA5","GE1","GF1","KA1","KA2","MA1","MD1","MW1","OC1","REM","EQD"
"43128099999","2023-01-01T13:30:00","4","17.452417","78.461111","530.96","BEGUMPET AIRPORT, IN","FM-15","99999","V020","100,1,N,0041,1","00762,1,C,N","006000,1,9,9","+0260,1","+0170,1","99999,9",,,,,,"02,1,+00610,1,99,9","04,1,+00762,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9",,,"10180,1,99999,9",,,,"MET064METAR VOHY 011330Z 10008KT 6000 FEW020 SCT025 26/17 Q1018 NOSIG=",
"43128099999","2023-01-01T14:00:00","4","17.452417","78.461111","530.96","BEGUMPET AIRPORT, IN","FM-15","99999","V020","100,1,N,0031,1","00762,1,C,N","006000,1,9,9","+0260,1","+0170,1","99999,9",,,,,,"02,1,+00610,1,99,9","04,1,+00762,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9",,,"10180,1,99999,9",,,,"MET064METAR VOHY 011400Z 10006KT 6000 FEW020 SCT025 26/17 Q1018 NOSIG=",
"43128099999","2023-01-01T14:30:00","4","17.452417","78.461111","530.96","BEGUMPET AIRPORT, IN","FM-15","99999","V020","110,1,N,0031,1","00762,1,C,N","006000,1,9,9","+0260,1","+0170,1","99999,9",,,,,,"02,1,+00610,1,99,9","04,1,+00762,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9",,,"10190,1,99999,9",,,,"MET064METAR VOHY 011430Z 11006KT 6000 FEW020 SCT025 26/17 Q1019 NOSIG=",
"43128099999","2023-01-01T15:00:00","4","17.452417","78.461111","530.96","BEGUMPET AIRPORT, IN","FM-12","99999","V020","999,9,V,0015,1","99999,9,9,N","004000,1,9,9","+0258,1","+0168,1","10153,1",,"1,1,02,1","0,1,02,1",,,,,,,,,,,,"99999,9,09550,1","9,9,999,9,-001,1","05,1",,"SYN05843128 31996 09903 10258 20168 39550 40153 70510 333 59001=",
"43128099999","2023-01-01T15:00:00","4","17.452417","78.461111","530.96","BEGUMPET AIRPORT, IN","FM-15","99999","V020","090,1,N,0021,1","00762,1,C,N","006000,1,9,9","+0250,1","+0170,1","99999,9",,,,,,"02,1,+00610,1,99,9","04,1,+00762,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9",,,"10190,1,99999,9",,,,"MET064METAR VOHY 011500Z 09004KT 6000 FEW020 SCT025 25/17 Q1019 NOSIG=",
"43128099999","2023-01-01T15:30:00","4","17.452417","78.461111","530.96","BEGUMPET AIRPORT, IN","FM-15","99999","V020","110,1,N,0026,1","00762,1,C,N","006000,1,9,9","+0250,1","+0160,1","99999,9",,,,,,"02,1,+00610,1,99,9","04,1,+00762,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9",,,"10200,1,99999,9",,,,"MET064METAR VOHY 011530Z 11005KT 6000 FEW020 SCT025 25/16 Q1020 NOSIG=",
"43128099999","2023-01-01T16:00:00","4","17.452417","78.461111","530.96","BEGUMPET AIRPORT, IN","FM-15","99999","V020","110,1,N,0021,1","00762,1,C,N","006000,1,9,9","+0250,1","+0160,1","99999,9",,,,,,"02,1,+00610,1,99,9","04,1,+00762,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9",,,"10200,1,99999,9",,,,"MET064METAR VOHY 011600Z 11004KT 6000 FEW020 SCT025 25/16 Q1020 NOSIG=",
"43128099999","2023-01-01T18:00:00","4","17.452417","78.461111","530.96","BEGUMPET AIRPORT, IN","FM-12","99999","V020","999,9,V,0015,1","22000,1,9,N","004000,1,9,9","+0240,1","+0188,1","10157,1",,"1,1,02,1","1,1,02,1",,,"03,1,+06000,1,00,1",,,,,"9,AGL   ,+99999,+99999","03,99,1,03,1,99,9,06000,1,99,9,99,9",,,"99999,9,09550,1","9,9,999,9,+001,1","05,1",,"SYN07043128 31996 39903 10240 20188 39550 40157 70511 80001 333 58001 83070=",
"43128099999","2023-01-01T21:00:00","4","17.452417","78.461111","530.96","BEGUMPET AIRPORT, IN","FM-12","99999","V020","999,9,V,0005,1","22000,1,9,N","004000,1,9,9","+0228,1","+0189,1","10145,1",,"1,1,02,1","1,1,02,1",,,"03,1,+06000,1,00,1",,,,,"9,AGL   ,+99999,+99999","03,99,1,03,1,99,9,06000,1,99,9,99,9",,,"99999,9,09536,1","9,9,999,9,+000,1","05,1",,"SYN07043128 31996 39901 10228 20189 39536 40145 70511 80001 333 58000 83070=",
"43128099999","2023-01-02T00:00:00","4","17.452417","78.461111","530.96","BEGUMPET AIRPORT, IN","FM-12","99999","V020","999,9,V,0005,1","22000,1,9,N","004000,1,9,9","+0216,1","+0185,1","10145,1",,"1,1,02,1","1,1,02,1",,,"03,1,+06000,1,00,1",,,,,"9,AGL   ,+99999,+99999","03,99,1,03,1,99,9,06000,1,99,9,99,9",,,"99999,9,09533,1","9,9,999,9,-008,1","05,1",,"SYN07043128 31996 39901 10216 20185 39533 40145 70511 80001 333 59008 83070=",
"43128099999","2023-01-02T01:30:00","4","17.452417","78.461111","530.96","BEGUMPET AIRPORT, IN","FM-15","99999","V020","999,9,C,0000,1","22000,1,9,N","004000,1,9,9","+0180,1","+0170,1","99999,9",,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10190,1,99999,9",,"10,1",,"MET057METAR VOHY 020130Z 00000KT 4000 BR NSC 18/17 Q1019 NOSIG=",
"43128099999","2023-01-02T02:00:00","4","17.452417","78.461111","530.96","BEGUMPET AIRPORT, IN","FM-15","99999","V020","999,9,V,0005,1","22000,1,9,N","004000,1,9,9","+0190,1","+0180,1","99999,9",,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10200,1,99999,9",,"10,1",,"MET057METAR VOHY 020200Z VRB01KT 4000 BR NSC 19/18 Q1020 NOSIG=",
"43128099999","2023-01-02T02:30:00","4","17.452417","78.461111","530.96","BEGUMPET AIRPORT, IN","FM-15","99999","V020","999,9,V,0005,1","22000,1,9,N","004000,1,9,9","+0220,1","+0190,1","99999,9",,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10200,1,99999,9",,"10,1",,"MET065METAR VOHY 020230Z VRB01KT 4000 BR NSC 22/19 Q1020 BECMG 5000 HZ=",
"43128099999","2023-01-02T03:00:00","4","17.452417","78.461111","530.96","BEGUMPET AIRPORT, IN","FM-12","99999","V020","999,9,C,0000,1","22000,1,9,N","004000,1,9,9","+0238,1","+0179,1","10171,1",,"1,1,02,1","1,1,02,1",,,"02,1,+06000,1,00,1",,,,,"9,AGL   ,+99999,+99999","02,99,1,02,1,99,9,06000,1,99,9,99,9","240,M,+0317,1","240,N,+0204,1","99999,9,09563,1","9,9,999,9,+001,1","05,1",,"SYN09243128 31996 20000 10238 20179 39563 40171 70511 80001 333 10317 20204 58001 82070 555 10000=",
"43128099999","2023-01-02T03:00:00","4","17.452417","78.461111","530.96","BEGUMPET AIRPORT, IN","FM-15","99999","V020","150,1,N,0026,1","22000,1,9,N","004000,1,9,9","+0230,1","+0180,1","99999,9",,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10200,1,99999,9",,"10,1",,"MET051METAR VOHY 020300Z 15005KT 4000 BR NSC 23/18 Q1020=",
"43128099999","2023-01-02T03:30:00","4","17.452417","78.461111","530.96","BEGUMPET AIRPORT, IN","FM-15","99999","V020","140,1,N,0026,1","22000,1,9,N","005000,1,9,9","+0250,1","+0170,1","99999,9",,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10210,1,99999,9",,"05,1",,"MET057METAR VOHY 020330Z 14005KT 5000 HZ NSC 25/17 Q1021 NOSIG=",
"43128099999","2023-01-02T04:00:00","4","17.452417","78.461111","530.96","BEGUMPET AIRPORT, IN","FM-15","99999","V020","140,1,N,0036,1","22000,1,9,N","005000,1,9,9","+0250,1","+0180,1","99999,9",,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10210,1,99999,9",,"05,1",,"MET057METAR VOHY 020400Z 14007KT 5000 HZ NSC 25/18 Q1021 NOSIG=",
"43128099999","2023-01-02T04:30:00","4","17.452417","78.461111","530.96","BEGUMPET AIRPORT, IN","FM-15","99999","V020","150,1,N,0036,1","22000,1,9,N","005000,1,9,9","+0260,1","+0180,1","99999,9",,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10210,1,99999,9",,"05,1",,"MET062METAR VOHY 020430Z 15007KT 5000 HZ NSC 26/18 Q1021 BECMG 6000=",
"43128099999","2023-01-02T05:00:00","4","17.452417","78.461111","530.96","BEGUMPET AIRPORT, IN","FM-15","99999","V020","180,1,N,0026,1","22000,1,9,N","005000,1,9,9","+0270,1","+0180,1","99999,9",,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10210,1,99999,9",,"05,1",,"MET057METAR VOHY 020500Z 18005KT 5000 HZ NSC 27/18 Q1021 NOSIG=",
"43128099999","2023-01-02T05:30:00","4","17.452417","78.461111","530.96","BEGUMPET AIRPORT, IN","FM-15","99999","V020","130,1,N,0026,1","22000,1,9,N","006000,1,9,9","+0270,1","+0180,1","99999,9",,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10210,1,99999,9",,,,"MET054METAR VOHY 020530Z 13005KT 6000 NSC 27/18 Q1021 NOSIG=",
"43128099999","2023-01-02T06:00:00","4","17.452417","78.461111","530.96","BEGUMPET AIRPORT, IN","FM-12","99999","V020","999,9,C,0000,1","06000,1,C,N","010000,1,9,9","+0276,1","+0182,1","10163,1",,,,,,"03,1,+00600,1,06,1","03,1,+06000,1,00,1",,,,"9,AGL   ,+99999,+99999","05,99,1,03,1,99,9,00600,1,99,9,99,9",,,"99999,9,09563,1","9,9,999,9,+001,1",,,"SYN07043128 32597 50000 10276 20182 39563 40163 83501 333 58001 83620 83070=",
"43128099999","2023-01-02T06:00:00","4","17.452417","78.461111","530.96","BEGUMPET AIRPORT, IN","FM-15","99999","V020","150,1,N,0015,1","22000,1,9,N","006000,1,9,9","+0280,1","+0180,1","99999,9",,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10200,1,99999,9",,,,"MET054METAR VOHY 020600Z 15003KT 6000 NSC 28/18 Q1020 NOSIG=",
"43128099999","2023-01-02T06:30:00","4","17.452417","78.461111","530.96","BEGUMPET AIRPORT, IN","FM-15","99999","V020","170,1,N,0026,1","22000,1,9,N","006000,1,9,9","+0300,1","+0170,1","99999,9",,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10200,1,99999,9",,,,"MET054METAR VOHY 020630Z 17005KT 6000 NSC 30/17 Q1020 NOSIG=",
"43128099999","2023-01-02T07:00:00","4","17.452417","78.461111","530.96","BEGUMPET AIRPORT, IN","FM-15","99999","V020","090,1,N,0031,1","22000,1,9,N","006000,1,9,9","+0270,1","+0160,1","99999,9",,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,"10190,1,99999,9",,,,"MET054METAR VOHY 020700Z 09006KT 6000 NSC 27/16 Q1019 NOSIG=",
"43128099999","2023-01-02T07:30:00","4","17.452417","78.461111","530.96","BEGUMPET AIRPORT, IN","FM-15","99999","V020","100,1,N,0026,1","99999,9,9,N","006000,1,9,9","+0280,1","+0160,1","99999,9",,,,,,"02,1,+00610,1,99,9",,,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9",,,"10190,1,99999,9",,,,"MET057METAR VOHY 020730Z 10005KT 6000 FEW020 28/16 Q1019 NOSIG=",
"43128099999","2023-01-02T08:00:00","4","17.452417","78.461111","530.96","BEGUMPET AIRPORT, IN","FM-15","99999","V020","130,1,N,0015,1","00762,1,C,N","006000,1,9,9","+0290,1","+0160,1","99999,9",,,,,,"02,1,+00610,1,99,9","04,1,+00762,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9",,,"10180,1,99999,9",,,,"MET064METAR VOHY 020800Z 13003KT 6000 FEW020 SCT025 29/16 Q1018 NOSIG=",
"43128099999","2023-01-02T08:30:00","4","17.452417","78.461111","530.96","BEGUMPET AIRPORT, IN","FM-15","99999","V020","140,1,N,0021,1","00762,1,C,N","006000,1,9,9","+0290,1","+0150,1","99999,9",,,,,,"02,1,+00610,1,99,9","04,1,+00762,1,99,9",,,,"9,AGL   ,+99999,+99999","99,99,9,02,1,99,9,00610,1,99,9,99,9",,,"10170,1,99999,9",,,,"MET064METAR VOHY 020830Z 14004KT 6000 FEW020 SCT025 29/15 Q1017 NOSIG=",
"43128099999","2023-01-02T09:00:00","4","17.452417","78.461111","530.96","BEGUMPET AIRPORT, IN","FM-12","99999","V020","999,9,V,0010,1","03000,1,C,N","010000,1,9,9","+0294,1","+0100,1","10129,1",,,,,,"03,1,+00600,1,06,1","05,1,+03000,1,03,1",,,,"9,AGL   ,+99999,+99999","05,99,1,03,1,99,9,00600,1,99,9,99,9",,,"99999,9,09534,1","9,9,999,9,+006,1",,,"SYN07043128 32597 59902 10294 20100 39534 40129 83530 333 58006 83620 85360=",
