"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AY1","AY2","AZ1","AZ2","GA1","GA2","GE1","GF1","KA1","KA2","MA1","MD1","MW1","REM","EQD"
"42176099999","2023-03-27T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","320,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0190,1","+0149,1","10100,1",,,,,,,,,,"240,M,+0282,1","240,N,+0164,1",,"9,9,999,9,-012,1",,"SYN06842176 32996 03202 10190 20149 40100 333 10282 20164 59012 555 10052=",
"42176099999","2023-03-27T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","320,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0268,1","+0207,1","10071,1",,,,,,,,,,"240,M,+0272,1",,,"9,9,999,9,-002,1",,"SYN05242176 32996 03202 10268 20207 40071 333 10272 59002=",
"42176099999","2023-03-28T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","180,1,N,0010,1","22000,1,9,N","004000,1,9,9","+0182,1","+0151,1","10094,1",,,,,,"03,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","03,99,1,03,1,99,9,99999,9,99,9,99,9","240,M,+0272,1","240,N,+0154,1",,"9,9,999,9,-006,1",,"SYN07442176 32996 31802 10182 20151 40094 83030 333 10272 20154 59006 555 10052=",
"42176099999","2023-03-28T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","290,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0288,1","+0213,1","10066,1",,,,,,,,,,"240,M,+0291,1",,,"9,9,999,9,+000,1",,"SYN05242176 32996 02902 10288 20213 40066 333 10291 58000=",
"42176099999","2023-03-29T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","070,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0202,1","+0162,1","10095,1",,,,,,"06,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","06,99,1,06,1,99,9,99999,9,99,9,99,9","240,M,+0291,1","240,N,+0172,1",,"9,9,999,9,+003,1",,"SYN07442176 32996 60702 10202 20162 40095 86030 333 10291 20172 58003 555 10052=",
"42176099999","2023-03-29T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","140,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0300,1","+0240,1","10066,1",,,,,,"07,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","07,99,1,07,1,99,9,99999,9,99,9,99,9","240,M,+0328,1",,,,,"SYN05242176 32996 71402 10300 20240 40066 87030 333 10328=",
"42176099999","2023-03-30T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","360,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0222,1","+0194,1","10084,1",,,,,,"06,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","06,99,1,06,1,99,9,99999,9,99,9,99,9","240,M,+0328,1","240,N,+0202,1",,"9,9,999,9,-009,1",,"SYN07442176 32996 63602 10222 20194 40084 86030 333 10328 20202 59009 555 10052=",
"42176099999","2023-03-30T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","290,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0262,1","+0242,1","10046,1","09,0000,9,1",,,,,"07,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","07,99,1,07,1,99,9,99999,9,99,9,99,9","240,M,+0266,1",,,"9,9,999,9,-022,1",,"SYN06442176 22996 72902 10262 20242 40046 87030 333 10266 59022 6990/=","Q01  00002PRCP09"
"42176099999","2023-03-31T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","140,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0192,1","+0176,1","10077,1","24,0090,3,1",,,,,"07,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","07,99,1,07,1,99,9,99999,9,99,9,99,9","240,M,+0266,1","240,N,+0172,1",,"9,9,999,9,-009,1",,"SYN08642176 22996 71402 10192 20176 40077 87030 333 10266 20172 59009 6009/ 555 00088 10061=",
"42176099999","2023-03-31T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","180,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0192,1","+0179,1","10057,1","09,0010,3,1",,,,,"07,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","07,99,1,07,1,99,9,99999,9,99,9,99,9","240,M,+0196,1",,,"9,9,999,9,+005,1",,"SYN06442176 22996 71802 10192 20179 40057 87030 333 10196 58005 6001/=",
"42176099999","2023-04-01T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","140,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0176,1","+0163,1","10091,1","24,0010,3,1",,,,,,,,,"240,M,+0196,1","240,N,+0156,1",,"9,9,999,9,+011,1",,"SYN08042176 21996 01402 10176 20163 40091 333 10196 20156 58011 6001/ 555 00010 10062=",
"42176099999","2023-04-01T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","320,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0196,1","+0183,1","10061,1","09,0190,3,1","9,1,02,1","6,1,02,1",,,"05,1,+99999,9,06,1","99,9,+99999,9,03,1","9,AGL   ,+99999,+99999","07,99,1,05,1,99,9,99999,9,99,9,99,9","240,M,+0254,1",,,"9,9,999,9,+004,1","02,1","SYN07042176 21996 73202 10196 20183 40061 70296 85530 333 10254 58004 6019/=",
"42176099999","2023-04-02T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","070,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0174,1","+0164,1","10084,1","24,0190,3,1",,,,,"06,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","06,99,1,06,1,99,9,99999,9,99,9,99,9","240,M,+0254,1","240,N,+0152,1",,"9,9,999,9,-006,1",,"SYN08642176 22996 60702 10174 20164 40084 86030 333 10254 20152 59006 6019/ 555 00192 10081=",
"42176099999","2023-04-02T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","290,1,N,0010,1","22000,1,9,N","004000,1,9,9","+0298,1","+0241,1","10039,1",,,,,,"02,1,+99999,9,06,1",,"9,AGL   ,+99999,+99999","02,99,1,02,1,99,9,99999,9,99,9,99,9","240,M,+0300,1",,,"9,9,999,9,-013,1",,"SYN05842176 32996 22902 10298 20241 40039 82500 333 10300 59013=",
"42176099999","2023-04-03T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","360,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0202,1","+0179,1","10059,1",,,,,,,,,,"240,M,+0300,1","240,N,+0184,1",,"9,9,999,9,-022,1",,"SYN06842176 32996 03602 10202 20179 40059 333 10300 20184 59022 555 10081=",
"42176099999","2023-04-03T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","320,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0308,1","+0239,1","10034,1",,,,,,"06,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","06,99,1,06,1,99,9,99999,9,99,9,99,9","240,M,+0312,1",,,"9,9,999,9,-005,1",,"SYN05842176 32996 63202 10308 20239 40034 86030 333 10312 59005=",
"42176099999","2023-04-04T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","140,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0186,1","+0176,1","10088,1","24,0050,3,1",,,,,"07,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","07,99,1,07,1,99,9,99999,9,99,9,99,9","240,M,+0312,1","240,N,+0166,1",,"9,9,999,9,+026,1",,"SYN08642176 22996 71402 10186 20176 40088 87030 333 10312 20166 58026 6005/ 555 00052 10087=",
"42176099999","2023-04-04T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","290,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0300,1","+0243,1","10063,1",,,,,,,,,,"240,M,+0314,1",,,"9,9,999,9,+028,1",,"SYN05242176 32996 02902 10300 20243 40063 333 10314 58028=",
"42176099999","2023-04-05T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","290,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0206,1","+0193,1","10095,1",,,,,,,,,,"240,M,+0314,1","240,N,+0178,1",,"9,9,999,9,+009,1",,"SYN06842176 32996 02902 10206 20193 40095 333 10314 20178 58009 555 10087=",
"42176099999","2023-04-05T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","290,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0310,1","+0241,1","10055,1",,,,,,,,,,"240,M,+0312,1",,,"9,9,999,9,-006,1",,"SYN05242176 32996 02902 10310 20241 40055 333 10312 59006=",
"42176099999","2023-04-06T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","340,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0226,1","+0217,1","10110,1",,,,,,"06,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","06,99,1,06,1,99,9,99999,9,99,9,99,9","240,M,+0312,1","240,N,+0202,1",,"9,9,999,9,+016,1",,"SYN07442176 32996 63402 10226 20217 40110 86030 333 10312 20202 58016 555 10087=",
"42176099999","2023-04-06T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","270,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0324,1","+0238,1","10083,1",,,,,,,,,,"240,M,+0327,1",,,"9,9,999,9,-028,1",,"SYN05242176 32996 02702 10324 20238 40083 333 10327 59028=",
"42176099999","2023-04-07T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","340,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0216,1","+0207,1","10132,1",,,,,,,,,,"240,M,+0327,1","240,N,+0174,1",,"9,9,999,9,+021,1",,"SYN06842176 32996 03402 10216 20207 40132 333 10327 20174 58021 555 10087=",
"42176099999","2023-04-07T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","270,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0330,1","+0242,1","10097,1",,,,,,,,,,"240,M,+0336,1",,,"9,9,999,9,+014,1",,"SYN05242176 32996 02702 10330 20242 40097 333 10336 58014=",
"42176099999","2023-04-08T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","320,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0216,1","+0201,1","10124,1",,,,,,,,,,"240,M,+0336,1","240,N,+0162,1",,"9,9,999,9,-010,1",,"SYN06842176 32996 03202 10216 20201 40124 333 10336 20162 59010 555 10087=",
"42176099999","2023-04-08T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","290,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0334,1","+0240,1","10100,1",,,,,,,,,,"240,M,+0336,1",,,"9,9,999,9,+004,1",,"SYN05242176 32996 02902 10334 20240 40100 333 10336 58004=",
"42176099999","2023-04-09T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","230,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0220,1","+0195,1","10156,1",,,,,,,,,,"240,M,+0336,1","240,N,+0162,1",,"9,9,999,9,+020,1",,"SYN06842176 32996 02302 10220 20195 40156 333 10336 20162 58020 555 10087=",
"42176099999","2023-04-09T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","230,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0342,1","+0252,1","10090,1",,,,,,,,,,"240,M,+0345,1",,,,,"SYN04642176 32996 02302 10342 20252 40090 333 10345=",
"42176099999","2023-04-10T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","200,1,N,0010,1","22000,1,9,N","004000,1,9,9","+0238,1","+0204,1","10122,1",,,,,,,,"9,AGL   ,+99999,+99999","03,99,1,99,9,99,9,99999,9,99,9,99,9","240,M,+0345,1","240,N,+0162,1",,"9,9,999,9,-022,1",,"SYN06842176 32996 32002 10238 20204 40122 333 10345 20162 59022 555 10087=",
"42176099999","2023-04-10T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","270,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0342,1","+0252,1","10078,1",,,,,,,,,,"240,M,+0345,1",,,"9,9,999,9,+002,1",,"SYN05242176 32996 02702 10342 20252 40078 333 10345 58002=",
"42176099999","2023-04-11T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","320,1,N,0010,1","22000,1,9,N","004000,1,9,9","+0250,1","+0220,1","10113,1",,,,,,"03,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","03,99,1,03,1,99,9,99999,9,99,9,99,9","240,M,+0345,1","240,N,+0172,1",,"9,9,999,9,-008,1",,"SYN07442176 32996 33202 10250 20220 40113 83030 333 10345 20172 59008 555 10087=",
"42176099999","2023-04-11T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","290,1,N,0010,1","22000,1,9,N","004000,1,9,9","+0354,1","+0247,1","10072,1",,,,,,"04,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","04,99,1,04,1,99,9,99999,9,99,9,99,9","240,M,+0356,1",,,"9,9,999,9,-005,1",,"SYN05842176 32996 42902 10354 20247 40072 84030 333 10356 59005=",
"42176099999","2023-04-12T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","320,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0276,1","+0268,1","10098,1",,,,,,"07,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","07,99,1,07,1,99,9,99999,9,99,9,99,9","240,M,+0356,1","240,N,+0188,1",,"9,9,999,9,-012,1",,"SYN07442176 32996 73202 10276 20268 40098 87030 333 10356 20188 59012 555 10087=",
"42176099999","2023-04-12T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","250,1,N,0010,1","22000,1,9,N","004000,1,9,9","+0350,1","+0249,1","10063,1",,,,,,"04,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","04,99,1,04,1,99,9,99999,9,99,9,99,9","240,M,+0353,1",,,"9,9,999,9,-009,1",,"SYN05842176 32996 42502 10350 20249 40063 84030 333 10353 59009=",
"42176099999","2023-04-13T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","320,1,N,0010,1","22000,1,9,N","004000,1,9,9","+0270,1","+0262,1","10090,1",,,,,,"03,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","03,99,1,03,1,99,9,99999,9,99,9,99,9","240,M,+0353,1","240,N,+0196,1",,"9,9,999,9,-009,1",,"SYN07442176 32996 33202 10270 20262 40090 83030 333 10353 20196 59009 555 10087=",
"42176099999","2023-04-13T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","270,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0376,1","+0237,1","10037,1",,,,,,,,,,"240,M,+0379,1",,,"9,9,999,9,-023,1",,"SYN05242176 32996 02702 10376 20237 40037 333 10379 59023=",
"42176099999","2023-04-14T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","230,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0268,1","+0245,1","10087,1",,,,,,,,,,"240,M,+0379,1","240,N,+0198,1",,"9,9,999,9,-003,1",,"SYN06842176 32996 02302 10268 20245 40087 333 10379 20198 59003 555 10087=",
"42176099999","2023-04-14T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","180,1,N,0010,1","22000,1,9,N","004000,1,9,9","+0374,1","+0241,1","10034,1",,,,,,"04,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","04,99,1,04,1,99,9,99999,9,99,9,99,9","240,M,+0379,1",,,"9,9,999,9,-003,1",,"SYN05842176 32996 41802 10374 20241 40034 84030 333 10379 59003=",
"42176099999","2023-04-15T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","360,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0270,1","+0262,1","10077,1",,,,,,,,,,"240,M,+0379,1","240,N,+0202,1",,"9,9,999,9,-010,1",,"SYN06842176 32996 03602 10270 20262 40077 333 10379 20202 59010 555 10087=",
"42176099999","2023-04-15T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","320,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0394,1","+0246,1","10024,1",,,,,,,,,,"240,M,+0400,1",,,"9,9,999,9,-009,1",,"SYN05242176 32996 03202 10394 20246 40024 333 10400 59009=",
"42176099999","2023-04-16T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","250,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0370,1","+0256,1","10016,1",,,,,,"06,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","06,99,1,06,1,99,9,99999,9,99,9,99,9","240,M,+0375,1",,,"9,9,999,9,-009,1",,"SYN05842176 32996 62502 10370 20256 40016 86030 333 10375 59009=",
"42176099999","2023-04-17T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","160,1,N,0010,1","22000,1,9,N","004000,1,9,9","+0278,1","+0261,1","10056,1",,,,,,"03,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","03,99,1,03,1,99,9,99999,9,99,9,99,9","240,M,+0375,1","240,N,+0222,1",,,,"SYN07442176 32996 31602 10278 20261 40056 83030 333 10375 20222 555 59013 10087=",
"42176099999","2023-04-17T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","270,1,N,0010,1","22000,1,9,N","004000,1,9,9","+0390,1","+0247,1","10023,1",,,,,,"03,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","03,99,1,03,1,99,9,99999,9,99,9,99,9","240,M,+0405,1",,,"9,9,999,9,+008,1",,"SYN05842176 32996 32702 10390 20247 40023 83030 333 10405 58008=",
"42176099999","2023-04-18T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","250,1,N,0010,1","22000,1,9,N","004000,1,9,9","+0310,1","+0280,1","10073,1",,,,,,"03,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","03,99,1,03,1,99,9,99999,9,99,9,99,9","240,M,+0405,1","240,N,+0260,1",,"9,9,999,9,+018,1",,"SYN07442176 32996 32502 10310 20280 40073 83030 333 10405 20260 58018 555 10087=",
"42176099999","2023-04-18T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","160,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0384,1","+0266,1","10029,1",,,,,,"06,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","06,99,1,06,1,99,9,99999,9,99,9,99,9","240,M,+0390,1",,,"9,9,999,9,+006,1",,"SYN05842176 32996 61602 10384 20266 40029 86030 333 10390 58006=",
"42176099999","2023-04-19T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","360,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0270,1","+0262,1","10059,1",,,,,,"07,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","07,99,1,07,1,99,9,99999,9,99,9,99,9","240,M,+0390,1","240,N,+0240,1",,"9,9,999,9,-016,1",,"SYN07442176 32996 73602 10270 20262 40059 87030 333 10390 20240 59016 555 10087=",
"42176099999","2023-04-19T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","160,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0358,1","+0276,1","09994,1",,,,,,"06,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","06,99,1,06,1,99,9,99999,9,99,9,99,9","240,M,+0365,1",,,"9,9,999,9,-036,1",,"SYN05842176 32996 61602 10358 20276 49994 86030 333 10365 59036=",
"42176099999","2023-04-20T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","290,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0262,1","+0248,1","10027,1",,,,,,,,,,"240,M,+0365,1","240,N,+0224,1",,"9,9,999,9,-032,1",,"SYN06842176 32996 02902 10262 20248 40027 333 10365 20224 59032 555 10087=",
"42176099999","2023-04-20T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","250,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0322,1","+0261,1","09984,1",,,,,,"07,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","07,99,1,07,1,99,9,99999,9,99,9,99,9","240,M,+0351,1",,,"9,9,999,9,-014,1",,"SYN05842176 32996 72502 10322 20261 49984 87030 333 10351 59014=",
"42176099999","2023-04-21T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","140,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0248,1","+0233,1","10035,1",,,,,,,,,,"240,M,+0351,1","240,N,+0200,1",,"9,9,999,9,+007,1",,"SYN06842176 32996 01402 10248 20233 40035 333 10351 20200 58007 555 10087=",
"42176099999","2023-04-21T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","270,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0350,1","+0252,1","09996,1",,,,,,"06,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","06,99,1,06,1,99,9,99999,9,99,9,99,9","240,M,+0354,1",,,"9,9,999,9,+015,1",,"SYN05842176 32996 62702 10350 20252 49996 86030 333 10354 58015=",
"42176099999","2023-04-22T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","250,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0266,1","+0252,1","10048,1",,,,,,,,,,"240,M,+0354,1","240,N,+0202,1",,"9,9,999,9,+014,1",,"SYN06842176 32996 02502 10266 20252 40048 333 10354 20202 58014 555 10087=",
"42176099999","2023-04-22T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","070,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0340,1","+0253,1","10011,1",,,,,,"05,1,+00800,1,06,1",,"9,AGL   ,+99999,+99999","05,99,1,05,1,99,9,00800,1,99,9,99,9","240,M,+0345,1",,,"9,9,999,9,+014,1",,"SYN05842176 32596 50702 10340 20253 40011 85500 333 10345 58014=",
"42176099999","2023-04-23T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","270,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0202,1","+0193,1","10053,1","24,0050,3,1",,,,,"07,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","07,99,1,07,1,99,9,99999,9,99,9,99,9","240,M,+0345,1","240,N,+0178,1",,"9,9,999,9,+000,1",,"SYN08642176 22996 72702 10202 20193 40053 87030 333 10345 20178 58000 6005/ 555 00046 10091=",
"42176099999","2023-04-24T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","230,1,N,0010,1","22000,1,9,N","004000,1,9,9","+0194,1","+0184,1","10096,1","24,0060,3,1",,,,,"04,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","04,99,1,04,1,99,9,99999,9,99,9,99,9","240,M,+0312,1","240,N,+0162,1",,"9,9,999,9,+041,1",,"SYN08642176 22996 42302 10194 20184 40096 84030 333 10312 20162 58041 6006/ 555 00058 10092=",
"42176099999","2023-04-24T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","140,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0328,1","+0243,1","10065,1",,,,,,,,,,"240,M,+0331,1",,,"9,9,999,9,+032,1",,"SYN05242176 32996 01402 10328 20243 40065 333 10331 58032=",
"42176099999","2023-04-25T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","140,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0232,1","+0217,1","10116,1",,,,,,,,,,"240,M,+0331,1","240,N,+0184,1",,"9,9,999,9,+023,1",,"SYN06842176 32996 01402 10232 20217 40116 333 10331 20184 58023 555 10092=",
"42176099999","2023-04-25T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","070,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0342,1","+0219,1","10064,1",,,,,,"06,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","06,99,1,06,1,99,9,99999,9,99,9,99,9","240,M,+0352,1",,,"9,9,999,9,-002,1",,"SYN05842176 32996 60702 10342 20219 40064 86030 333 10352 59002=",
"42176099999","2023-04-26T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","020,1,N,0216,1","22000,1,9,N","000200,1,9,9","+9999,9","+0227,1","10082,1",,,,,,"99,9,+00450,1,99,9",,"9,AGL   ,+99999,+99999","01,99,1,99,9,99,9,00450,1,99,9,99,9","240,M,+0352,1","240,N,+0196,1",,"9,9,999,9,-033,1",,"SYN06242176 01402 10242 20227 40082 333 10352 20196 59033 555 10092=",
"42176099999","2023-04-26T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","360,1,N,0010,1","22000,1,9,N","004000,1,9,9","+0356,1","+0212,1","10026,1",,,,,,"04,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","04,99,1,04,1,99,9,99999,9,99,9,99,9",,,,"9,9,999,9,-036,1",,"SYN05842176 32996 43602 10356 20212 40026 84030 333 10360 59036=",
"42176099999","2023-04-27T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","140,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0264,1","+0253,1","10059,1",,,,,,"06,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","06,99,1,06,1,99,9,99999,9,99,9,99,9","240,M,+0360,1","240,N,+0224,1",,"9,9,999,9,-020,1",,"SYN07442176 32996 61402 10264 20253 40059 86030 333 10360 20224 59020 555 10092=",
"42176099999","2023-04-27T12:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","290,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0372,1","+0154,1","10017,1",,,,,,"06,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","06,99,1,06,1,99,9,99999,9,99,9,99,9","240,M,+0377,1",,,"9,9,999,9,-007,1",,"SYN05842176 32996 62902 10372 20154 40017 86030 333 10377 59007=",
"42176099999","2023-04-28T03:00:00","4","28.8333333","76.5833333","222.0","ROHTAK, IN","FM-12","99999","V020","360,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0252,1","+0149,1","10088,1",,,,,,"06,1,+99999,9,03,1",,"9,AGL   ,+99999,+99999","06,99,1,06,1,99,9,99999,9,99,9,99,9","240,M,+0377,1","240,N,+0218,1",,"9,9,999,9,+027,1",,"SYN07442176 32996 63602 10252 20149 40088 86030 333 10377 20218 58027 555 10092=",
