station_id,station_name,state,latitude,longitude,elevation_m,wigos_id,wmo_id,icao,network_type,primary_provider,is_reference_only
55D32FD0,PATHANKOT,PUNJAB,32.28,75.65,160.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55D33CA6,TEOK,ASSAM,26.83,94.41,650.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55D344E4,GIDDERBAHA,PUNJAB,30.21,74.64,160.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55D34A36,FAZILKA,PUNJAB,30.43,73.99,160.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55D35792,JALALABAD_PUNJAB,PUNJAB,30.61,74.26,160.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55D381FA,NAZIRA,ASSAM,26.92,94.73,650.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55D39C5E,MARIGAON,ASSAM,26.25,92.36,650.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55D3A716,LAHARIGHAT,ASSAM,26.42,92.33,650.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55D3B460,LANKA,ASSAM,25.92,92.95,650.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55D3BAB2,DHANSIRI,ASSAM,25.81,93.6,650.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55D4CE16,MALAN,HIMACHAL_PRADESH,32.115,76.415,1600.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55D509F2,SUNDERNAGAR,HIMACHAL_PRADESH,31.53,76.9,1600.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55D51A84,SARABAI,HIMACHAL_PRADESH,31.8684,77.1514,1600.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
55D5BA7C,RAMSHAR,HIMACHAL_PRADESH,31.0888,76.7935,1600.0,,,,IMD_AWS,IMD_AWS_AUTHORIZED_API,False
