candidate,threshold,k,n,eligible,tp,fp,fn,tn,precision,recall,f1,predicted_incidents,true_positive_predicted_incidents,false_positive_predicted_incidents,true_fault_episodes,detected_fault_episodes,incident_precision,episode_recall,incident_f1,false_alert_incidents_per_station_day,observed_station_days,median_detection_latency_minutes,p90_detection_latency_minutes,rows,stations,fault_rows,weather_rows,fault_auprc,brier_score,ece_10_bin,weather_rows_flagged_as_fault,weather_false_fault_rate,persistence_k,persistence_n
gru,0.30000000000000004,1,1,True,18,2,414,60167,0.9,0.041666666666666664,0.07964601769911504,3,3,0,38,3,1.0,0.07894736842105263,0.14634146341463414,0.0,2452,30.0,774.0,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,1,1
gru,0.30000000000000004,2,3,False,15,4,417,60165,0.7894736842105263,0.034722222222222224,0.0665188470066519,2,1,1,38,1,0.5,0.02631578947368421,0.05,0.0004078303425774878,2452,990.0,990.0,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,2,3
gru,0.30000000000000004,3,5,False,14,5,418,60164,0.7368421052631579,0.032407407407407406,0.06208425720620842,2,1,1,38,1,0.5,0.02631578947368421,0.05,0.0004078303425774878,2452,1020.0,1020.0,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,3,5
gru,0.32,1,1,True,18,1,414,60168,0.9473684210526315,0.041666666666666664,0.07982261640798226,3,3,0,38,3,1.0,0.07894736842105263,0.14634146341463414,0.0,2452,30.0,774.0,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,1,1
gru,0.32,2,3,False,15,3,417,60166,0.8333333333333334,0.034722222222222224,0.06666666666666668,2,1,1,38,1,0.5,0.02631578947368421,0.05,0.0004078303425774878,2452,990.0,990.0,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,2,3
gru,0.32,3,5,True,14,2,418,60167,0.875,0.032407407407407406,0.06249999999999999,1,1,0,38,1,1.0,0.02631578947368421,0.05128205128205127,0.0,2452,1020.0,1020.0,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,3,5
gru,0.34,1,1,True,17,0,415,60169,1.0,0.03935185185185185,0.0757238307349666,3,3,0,38,3,1.0,0.07894736842105263,0.14634146341463414,0.0,2452,30.0,798.0,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,1,1
gru,0.34,2,3,True,14,1,418,60168,0.9333333333333333,0.032407407407407406,0.06263982102908278,1,1,0,38,1,1.0,0.02631578947368421,0.05128205128205127,0.0,2452,1020.0,1020.0,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,2,3
gru,0.34,3,5,True,13,2,419,60167,0.8666666666666667,0.03009259259259259,0.05816554809843401,1,1,0,38,1,1.0,0.02631578947368421,0.05128205128205127,0.0,2452,1050.0,1050.0,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,3,5
gru,0.36000000000000004,1,1,True,15,0,417,60169,1.0,0.034722222222222224,0.06711409395973154,2,2,0,38,2,1.0,0.05263157894736842,0.1,0.0,2452,525.0,921.0,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,1,1
gru,0.36000000000000004,2,3,True,13,1,419,60168,0.9285714285714286,0.03009259259259259,0.05829596412556054,1,1,0,38,1,1.0,0.02631578947368421,0.05128205128205127,0.0,2452,1050.0,1050.0,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,2,3
gru,0.36000000000000004,3,5,True,12,2,420,60167,0.8571428571428571,0.027777777777777776,0.05381165919282511,1,1,0,38,1,1.0,0.02631578947368421,0.05128205128205127,0.0,2452,1080.0,1080.0,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,3,5
gru,0.38,1,1,True,14,0,418,60169,1.0,0.032407407407407406,0.06278026905829596,2,2,0,38,2,1.0,0.05263157894736842,0.1,0.0,2452,540.0,948.0,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,1,1
gru,0.38,2,3,True,12,1,420,60168,0.9230769230769231,0.027777777777777776,0.053932584269662916,1,1,0,38,1,1.0,0.02631578947368421,0.05128205128205127,0.0,2452,1080.0,1080.0,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,2,3
gru,0.38,3,5,True,11,2,421,60167,0.8461538461538461,0.02546296296296296,0.04943820224719101,1,1,0,38,1,1.0,0.02631578947368421,0.05128205128205127,0.0,2452,1110.0,1110.0,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,3,5
gru,0.4,1,1,True,11,0,421,60169,1.0,0.02546296296296296,0.04966139954853273,1,1,0,38,1,1.0,0.02631578947368421,0.05128205128205127,0.0,2452,1110.0,1110.0,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,1,1
gru,0.4,2,3,True,10,1,422,60168,0.9090909090909091,0.023148148148148147,0.04514672686230248,1,1,0,38,1,1.0,0.02631578947368421,0.05128205128205127,0.0,2452,1140.0,1140.0,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,2,3
gru,0.4,3,5,True,9,2,423,60167,0.8181818181818182,0.020833333333333332,0.04063205417607223,1,1,0,38,1,1.0,0.02631578947368421,0.05128205128205127,0.0,2452,1170.0,1170.0,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,3,5
gru,0.42000000000000004,1,1,True,5,0,427,60169,1.0,0.011574074074074073,0.022883295194508005,1,1,0,38,1,1.0,0.02631578947368421,0.05128205128205127,0.0,2452,1290.0,1290.0,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,1,1
gru,0.42000000000000004,2,3,True,4,1,428,60168,0.8,0.009259259259259259,0.018306636155606407,1,1,0,38,1,1.0,0.02631578947368421,0.05128205128205127,0.0,2452,1320.0,1320.0,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,2,3
gru,0.42000000000000004,3,5,True,3,2,429,60167,0.6,0.006944444444444444,0.013729977116704806,1,1,0,38,1,1.0,0.02631578947368421,0.05128205128205127,0.0,2452,1350.0,1350.0,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,3,5
gru,0.44,1,1,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,1,1
gru,0.44,2,3,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,2,3
gru,0.44,3,5,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,3,5
gru,0.46,1,1,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,1,1
gru,0.46,2,3,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,2,3
gru,0.46,3,5,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,3,5
gru,0.48000000000000004,1,1,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,1,1
gru,0.48000000000000004,2,3,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,2,3
gru,0.48000000000000004,3,5,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,3,5
gru,0.5,1,1,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,1,1
gru,0.5,2,3,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,2,3
gru,0.5,3,5,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,3,5
gru,0.52,1,1,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,1,1
gru,0.52,2,3,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,2,3
gru,0.52,3,5,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,3,5
gru,0.54,1,1,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,1,1
gru,0.54,2,3,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,2,3
gru,0.54,3,5,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,3,5
gru,0.56,1,1,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,1,1
gru,0.56,2,3,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,2,3
gru,0.56,3,5,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,3,5
gru,0.5800000000000001,1,1,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,1,1
gru,0.5800000000000001,2,3,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,2,3
gru,0.5800000000000001,3,5,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,3,5
gru,0.6,1,1,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,1,1
gru,0.6,2,3,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,2,3
gru,0.6,3,5,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,3,5
gru,0.62,1,1,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,1,1
gru,0.62,2,3,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,2,3
gru,0.62,3,5,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,3,5
gru,0.64,1,1,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,1,1
gru,0.64,2,3,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,2,3
gru,0.64,3,5,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,3,5
gru,0.66,1,1,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,1,1
gru,0.66,2,3,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,2,3
gru,0.66,3,5,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,3,5
gru,0.68,1,1,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,1,1
gru,0.68,2,3,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,2,3
gru,0.68,3,5,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,3,5
gru,0.7000000000000001,1,1,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,1,1
gru,0.7000000000000001,2,3,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,2,3
gru,0.7000000000000001,3,5,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,3,5
gru,0.7200000000000001,1,1,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,1,1
gru,0.7200000000000001,2,3,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,2,3
gru,0.7200000000000001,3,5,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,3,5
gru,0.74,1,1,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,1,1
gru,0.74,2,3,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,2,3
gru,0.74,3,5,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,3,5
gru,0.76,1,1,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,1,1
gru,0.76,2,3,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,2,3
gru,0.76,3,5,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,3,5
gru,0.78,1,1,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,1,1
gru,0.78,2,3,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,2,3
gru,0.78,3,5,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,3,5
gru,0.8,1,1,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,1,1
gru,0.8,2,3,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,2,3
gru,0.8,3,5,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,3,5
gru,0.8200000000000001,1,1,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,1,1
gru,0.8200000000000001,2,3,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,2,3
gru,0.8200000000000001,3,5,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,3,5
gru,0.8400000000000001,1,1,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,1,1
gru,0.8400000000000001,2,3,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,2,3
gru,0.8400000000000001,3,5,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,3,5
gru,0.86,1,1,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,1,1
gru,0.86,2,3,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,2,3
gru,0.86,3,5,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,3,5
gru,0.88,1,1,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,1,1
gru,0.88,2,3,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,2,3
gru,0.88,3,5,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,3,5
gru,0.9,1,1,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,1,1
gru,0.9,2,3,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,2,3
gru,0.9,3,5,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,3,5
gru,0.92,1,1,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,1,1
gru,0.92,2,3,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,2,3
gru,0.92,3,5,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,3,5
gru,0.9400000000000001,1,1,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,1,1
gru,0.9400000000000001,2,3,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,2,3
gru,0.9400000000000001,3,5,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,3,5
gru,0.9600000000000001,1,1,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,1,1
gru,0.9600000000000001,2,3,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,2,3
gru,0.9600000000000001,3,5,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,3,5
gru,0.98,1,1,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,1,1
gru,0.98,2,3,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,2,3
gru,0.98,3,5,False,0,0,432,60169,0.0,0.0,0.0,0,0,0,38,0,0.0,0.0,0.0,0.0,2452,,,60601,20,432,160,0.3684754225151746,0.0063160279772216275,0.001665422739611881,0,0.0,3,5
blend_25tcn,0.02,1,1,False,258,1229,174,58940,0.17350369872225957,0.5972222222222222,0.2688900468994268,438,40,398,38,32,0.091324200913242,0.8421052631578947,0.164778578784758,0.16231647634584012,2452,0.0,540.0,60601,20,432,160,0.4251792120848791,0.006288866258658828,0.0018852110241200412,11,0.06875,1,1
blend_25tcn,0.02,2,3,False,226,1091,206,59078,0.1716021260440395,0.5231481481481481,0.2584333905088622,242,16,226,38,14,0.06611570247933884,0.3684210526315789,0.11211211211211213,0.09216965742251224,2452,465.0,1260.0,60601,20,432,160,0.4251792120848791,0.006288866258658828,0.0018852110241200412,11,0.06875,2,3
blend_25tcn,0.02,3,5,False,213,951,219,59218,0.18298969072164947,0.4930555555555556,0.26691729323308266,167,13,154,38,11,0.07784431137724551,0.2894736842105263,0.1226941226941227,0.06280587275693311,2452,540.0,1290.0,60601,20,432,160,0.4251792120848791,0.006288866258658828,0.0018852110241200412,8,0.05,3,5
blend_25tcn,0.04,1,1,False,182,174,250,59995,0.5112359550561798,0.4212962962962963,0.4619289340101523,82,29,53,38,25,0.35365853658536583,0.6578947368421053,0.46002538071065996,0.02161500815660685,2452,0.0,1080.000000000001,60601,20,432,160,0.4251792120848791,0.006288866258658828,0.0018852110241200412,0,0.0,1,1
blend_25tcn,0.04,2,3,False,158,163,274,60006,0.49221183800623053,0.36574074074074076,0.41965471447543157,47,13,34,38,12,0.2765957446808511,0.3157894736842105,0.29489603024574673,0.013866231647634585,2452,690.0,1620.0,60601,20,432,160,0.4251792120848791,0.006288866258658828,0.0018852110241200412,0,0.0,2,3
blend_25tcn,0.04,3,5,False,149,145,283,60024,0.5068027210884354,0.3449074074074074,0.41046831955922863,34,10,24,38,10,0.29411764705882354,0.2631578947368421,0.27777777777777773,0.009787928221859706,2452,735.0,1809.0,60601,20,432,160,0.4251792120848791,0.006288866258658828,0.0018852110241200412,0,0.0,3,5
blend_25tcn,0.06,1,1,False,136,68,296,60101,0.6666666666666666,0.3148148148148148,0.4276729559748428,39,23,16,38,21,0.5897435897435898,0.5526315789473685,0.570584760779681,0.0065252854812398045,2452,0.0,1620.0,60601,20,432,160,0.4251792120848791,0.006288866258658828,0.0018852110241200412,0,0.0,1,1
